HOG	run	run_label	CAFE_track	n_species_in_count_table	n_species_present	max_tip_copy_number	total_tip_copy_number	polistinae_total_copies	vespinae_total_copies	social_wasp_total_copies	outgroup_total_copies	Vespula_vulgaris_copies	Polistes_dominula_copies	Ancistrocerus_nigricornis_copies	inference	OG	gene_tree_parent_clade	consensus_gene_name	consensus_method	consensus_evidence	Vespula_vulgaris_member_count	Vespula_vulgaris_gene_ids	Vespula_vulgaris_gene_symbols	Vespula_vulgaris_gene_names	Vespula_vulgaris_annotation_sources	Vespula_vulgaris_annotated_member_count	Polistes_dominula_member_count	Polistes_dominula_gene_ids	Polistes_dominula_gene_symbols	Polistes_dominula_gene_names	Polistes_dominula_annotation_sources	Polistes_dominula_annotated_member_count	Ancistrocerus_nigricornis_member_count	Ancistrocerus_nigricornis_gene_ids	Ancistrocerus_nigricornis_gene_symbols	Ancistrocerus_nigricornis_gene_names	Ancistrocerus_nigricornis_annotation_sources	Ancistrocerus_nigricornis_annotated_member_count	chemosensory_family_flag	TE_related_HOG_flag	TE_filter_reason	present_in_social_wasps	biological_interest_class	interpretation_note
N0.HOG0009743	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	7	1	7	0	7	7	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009308	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009745	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	7	1	7	3	4	7	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009310	n0	unannotated HOG	no usable local annotation		1	LOC127064290	LOC127064290		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009746	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	2	3	5	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009311	n0	transmembrane protein 203	weighted recurring annotation	transmembrane protein 203	0					0	1	LOC107074025	LOC107074025	transmembrane protein 203	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009750	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	7	1	7	2	5	7	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009315	n0	small integral membrane protein 4	weighted recurring annotation	small integral membrane protein 4	1	LOC127063940	LOC127063940	small integral membrane protein 4	NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009753	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	3	11	9	2	11	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009318	n0	probable JmjC domain-containing histone demethylation protein 2C	weighted recurring annotation	probable JmjC domain-containing histone demethylation protein 2C	0					0	1	LOC107069610	LOC107069610	probable JmjC domain-containing histone demethylation protein 2C	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009754	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	2	7	4	3	7	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009319	n0	AT-rich interactive domain-containing protein 1B-like	weighted recurring annotation	AT-rich interactive domain-containing protein 1B-like	1	LOC127064786	LOC127064786	AT-rich interactive domain-containing protein 1B-like	NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009759	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	11	1	11	5	6	11	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009324	n0	RNMT-activating mini protein / RNA guanine-N7 methyltransferase activating subunit	weighted recurring annotation	RNA guanine-N7 methyltransferase activating subunit; RNMT-activating mini protein	1	LOC127072244	LOC127072244	RNA guanine-N7 methyltransferase activating subunit	NCBI: vv_genetable.csv	1	1	LOC107068287	LOC107068287	RNMT-activating mini protein	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009760	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	13	1	13	4	8	12	1	1	1	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009325	n0	LOC107071189; LOC127067242	symbol fallback	LOC107071189; LOC127067242	1	LOC127067242	LOC127067242		NCBI: vv_genetable.csv	1	1	LOC107071189	LOC107071189		NCBI: pd_genetable.csv	1	1	ENSANRG00005005331	LOC107071189; LOC127067242		OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009762	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	7	2	8	3	4	7	1	0	0	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009327	n0	unannotated HOG	no usable local annotation		0					0	0					0	1	ENSANRG00005000790				0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009765	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	8	1	8	2	5	7	1	0	0	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009330	n0	unannotated HOG	no usable local annotation		0					0	0					0	1	ENSANRG00005004675				0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009771	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	10	1	10	3	7	10	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009336	n0	unannotated HOG	no usable local annotation		1	LOC127069297	LOC127069297		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009772	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	3	1	4	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009337	n0	micronuclear linker histone polyprotein-like / putative leucine-rich repeat-containing protein DDB_G0290503	weighted recurring annotation	putative leucine-rich repeat-containing protein DDB_G0290503; micronuclear linker histone polyprotein-like	1	LOC127067782	LOC127067782	putative leucine-rich repeat-containing protein DDB_G0290503	NCBI: vv_genetable.csv	1	1	LOC107066175	LOC107066175	micronuclear linker histone polyprotein-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009780	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	8	1	8	2	6	8	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009344	n0	DNA topoisomerase 1-like	weighted recurring annotation	DNA topoisomerase 1-like	1	LOC127068441	LOC127068441	DNA topoisomerase 1-like	NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009788	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	2	7	3	4	7	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009352	n0	CG8419	symbol fallback	CG8419	0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009790	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	9	1	9	4	5	9	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009354	n0	cytochrome c oxidase assembly factor 4 homolog, mitochondrial	weighted recurring annotation	cytochrome c oxidase assembly factor 4 homolog, mitochondrial	1	LOC127066118	LOC127066118	cytochrome c oxidase assembly factor 4 homolog, mitochondrial	NCBI: vv_genetable.csv	1	1	LOC107072426	LOC107072426	cytochrome c oxidase assembly factor 4 homolog, mitochondrial	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009792	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	3	2	5	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009356	n0	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4	weighted recurring annotation	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4	0					0	1	LOC107064050	LOC107064050	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009804	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	9	1	9	5	4	9	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009368	n0	smoothelin-like protein 2 / smoothelin-like protein 1	weighted recurring annotation	smoothelin-like protein 2; smoothelin-like protein 1	1	LOC127072333	LOC127072333	smoothelin-like protein 2	NCBI: vv_genetable.csv	1	1	LOC107072293	LOC107072293	smoothelin-like protein 1	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009807	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	11	1	11	5	6	11	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009371	n0	unannotated HOG	no usable local annotation		1	LOC127065066	LOC127065066		NCBI: vv_genetable.csv	1	1	LOC107071817	LOC107071817		NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009813	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	11	2	16	5	11	16	0	2	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009377	n0	protein phosphatase 19C / speckle-type POZ protein-like	weighted recurring annotation	speckle-type POZ protein-like; PSME3-interacting protein-like; protein phosphatase 19C	2	LOC127067243; LOC127073078	LOC127067243; LOC127073078	speckle-type POZ protein-like; PSME3-interacting protein-like	NCBI: vv_genetable.csv	2	1	LOC107064159	Pp4-19C	protein phosphatase 19C	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009821	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	9	1	9	4	5	9	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009385	n0	anaphase-promoting complex subunit 13	weighted recurring annotation	anaphase-promoting complex subunit 13	1	LOC127071297	LOC127071297	anaphase-promoting complex subunit 13	NCBI: vv_genetable.csv	1	1	LOC107067995	LOC107067995	anaphase-promoting complex subunit 13	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009822	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	2	6	1	5	6	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009386	n0	unannotated HOG	no usable local annotation		1	LOC127064449	LOC127064449		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009826	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	8	1	8	3	5	8	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009390	n0	unannotated HOG	no usable local annotation		1	LOC127068536	LOC127068536		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009828	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	1	6	1	5	6	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009392	n0	unannotated HOG	no usable local annotation		1	LOC127070749	LOC127070749		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009829	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	5	0	5	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009393	n0	exit protein of rhodopsin and TRP A	weighted recurring annotation	exit protein of rhodopsin and TRP A	0					0	1	LOC107067068	Xport-A	exit protein of rhodopsin and TRP A	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009830	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	13	1	13	5	8	13	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009394	n0	protein PFC0760c-like / repetitive organellar protein	weighted recurring annotation	repetitive organellar protein; protein PFC0760c-like	1	LOC127072703	LOC127072703	repetitive organellar protein	NCBI: vv_genetable.csv	1	1	LOC107066346	LOC107066346	protein PFC0760c-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009831	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	11	1	11	3	7	10	1	1	0	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009395	n0	neurobeachin-like	weighted recurring annotation	neurobeachin-like	1	LOC127072872	LOC127072872	neurobeachin-like	NCBI: vv_genetable.csv	1	0					0	1	ENSANRG00005001490	LOC127072872	neurobeachin-like	OrthoFinder orthology transfer from: Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009837	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	5	11	8	3	11	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009401	n0	unannotated HOG	no usable local annotation		0					0	1	LOC107067368	LOC107067368		NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009843	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	0	0	2	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009407	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009845	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009409	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009846	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	10	1	10	2	8	10	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009410	n0	unannotated HOG	no usable local annotation		1	LOC127072620	LOC127072620		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009847	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	8	5	16	10	6	16	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009411	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009859	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	1	2	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009423	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009863	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	11	1	11	5	6	11	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009427	n0	unannotated HOG	no usable local annotation		1	LOC127066477	LOC127066477		NCBI: vv_genetable.csv	1	1	LOC107063860	LOC107063860		NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009865	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	7	1	7	3	4	7	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009429	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009868	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	4	1	5	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009432	n0	Protein of unknown function (DUF1676)	weighted recurring annotation	Protein of unknown function (DUF1676)	0					0	1	LOC107064731	LOC107064731	Protein of unknown function (DUF1676)	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009869	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	14	3	29	8	19	27	2	1	1	2	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009433	n0	platelet binding protein GspB-like / pneumococcal serine-rich repeat protein-like	weighted recurring annotation	pneumococcal serine-rich repeat protein-like; platelet binding protein GspB-like; platelet binding protein GspB-like; serine-aspartate repeat-containing protein I-like; pneumococcal serine-rich repeat protein-like	1	LOC127066207	LOC127066207	pneumococcal serine-rich repeat protein-like	NCBI: vv_genetable.csv	1	1	LOC107070045	LOC107070045	platelet binding protein GspB-like	NCBI: pd_genetable.csv	1	2	ENSANRG00005000227; ENSANRG00005010452	LOC107070045; LOC107070046; LOC127066207	platelet binding protein GspB-like; serine-aspartate repeat-containing protein I-like; pneumococcal serine-rich repeat protein-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009872	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	0	3	3	1	0	0	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009436	n0	CG15458; CG15459 / CG15458 / CG15459	symbol fallback	CG15458; CG15459; CG15458; CG15459	0					0	0					0	1	ENSANRG00005006159	CG15458; CG15459		OrthoFinder orthology transfer from: Drosophila_melanogaster	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009876	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	11	1	11	3	8	11	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009440	n0	unannotated HOG	no usable local annotation		1	LOC127070564	LOC127070564		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009879	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009443	n0	CG34228	symbol fallback	CG34228	0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009880	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	3	1	4	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009444	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009884	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	0	0	2	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009448	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009885	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	8	1	8	3	5	8	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009449	n0	keratin-associated protein 4-7-like	weighted recurring annotation	keratin-associated protein 4-7-like	1	LOC127071695	LOC127071695	keratin-associated protein 4-7-like	NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009889	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	7	1	7	3	4	7	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009453	n0	unannotated HOG	no usable local annotation		1	LOC127068939	LOC127068939		NCBI: vv_genetable.csv	1	1	LOC107065472	LOC107065472		NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009891	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	14	5	25	14	11	25	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009455	n0	speckle-type POZ protein B-like / TD and POZ domain-containing protein 1-like	weighted recurring annotation	speckle-type POZ protein B-like; TD and POZ domain-containing protein 1-like	1	LOC127067477	LOC127067477	speckle-type POZ protein B-like	NCBI: vv_genetable.csv	1	1	LOC107064883	LOC107064883	TD and POZ domain-containing protein 1-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009901	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	14	1	14	5	8	13	1	1	1	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009465	n0	neuropeptide signaling pathway / orcokinin peptides type A-like	weighted recurring annotation	neuropeptide signaling pathway; orcokinin peptides type A-like; orcokinin peptides type A-like; neuropeptide signaling pathway	1	LOC127068197	LOC127068197	neuropeptide signaling pathway	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	1	1	LOC107065598	LOC107065598	orcokinin peptides type A-like	NCBI: pd_genetable.csv	1	1	ENSANRG00005003176	LOC107065598; LOC127068197	orcokinin peptides type A-like; neuropeptide signaling pathway	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	1	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0009910	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	8	2	9	6	3	9	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0009474	n0	unannotated HOG	no usable local annotation		1	LOC127064598	LOC127064598		NCBI: vv_genetable.csv	1	1	LOC107067383	LOC107067383		NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
