HOG	OG	stage	baseMean_pd	baseMean_vv	log2FC_raw_pd	log2FC_raw_vv	lfcSE_raw_pd	lfcSE_raw_vv	log2FC_ash_pd	log2FC_ash_vv	lfcSE_ash_pd	lfcSE_ash_vv	ash_lfsr_pd	ash_lfsr_vv	pvalue_pd	pvalue_vv	padj_global_pd	padj_global_vv	genomic_member_count_pd	genomic_member_count_vv	genomic_member_ids_pd	genomic_member_ids_vv	present_in_both_species	relationship_class
N13.HOG0000189	OG0000003	L1	52.48411569987024	127.00325723943438	-0.29031809900545086	-0.21311214459730815	0.5202924397049351	0.5370106912199868	-0.08895134307060235	-0.01688379802601126	0.2888003310485416	0.15242385458857355	0.3796605747038664	0.4585030824845432	0.5768510544869615	0.6914788299508132	0.8063126170658396	0.8646321177565774	1	1	LOC107064485	LOC127063562	TRUE	one_to_one
N13.HOG0000190	OG0000003	L1	523.3075683658833	705.778845256458	-0.9425425967326156	-1.3837885356661446	0.5993143473997193	0.3741764401278465	-0.2420353197751825	-0.7688705789455249	0.31099992049808933	0.5262569529229831	0.21609412310952655	0.03517113446747466	0.11578794324000267	2.1711269502556416e-4	0.37804067110292705	0.00308231383452917	1	1	LOC107074086	LOC127064703	TRUE	one_to_one
N13.HOG0000191	OG0000003	L1	125.64618436843382	278.6639832999926	-0.3154451223513774	0.4097042637870332	0.3614070628737824	0.5721847270640742	-0.14892199862681424	0.0300780286957381	0.24980594544888257	0.15973711523607811	0.2755089740659976	0.42909441556285566	0.3827584667741812	0.4739697670302281	0.6734376790641724	0.7249776558497637	1	1	LOC107070013	LOC127066398	TRUE	one_to_one
N13.HOG0000193	OG0000003	L1	51.73681940777094	12.062847081251594	0.07784642510417046	-0.3836513118377396	0.5074886924676661	0.7027621572602155	0.02458865040652536	-0.02031913492165175	0.2852763716953771	0.16471369175607728	0.4658965344906922	0.4547511844646081	0.8780864813508851	0.5851215216831699	0.9547536120090748	0.8017479121387102	1	1	LOC107065583	LOC127072984	TRUE	one_to_one
N13.HOG0000194	OG0000003	L1	87.87488855125194	625.0767782631393	0.21086326971696012	-0.3855763475498395	0.3719931839039776	0.3377302783399141	0.0963101087553723	-0.06433749350170014	0.2520542555645894	0.145406451111464	0.3515632229081246	0.3286374289160564	0.5708180450655512	0.25359143607896717	0.8028083094887764	0.5200484869581157	1	1	LOC107072272	LOC127065343	TRUE	one_to_one
N13.HOG0000203	OG0000004	L1	4.210686586166433	2.5610584177231916	0.05483677772184613	-0.9137099430367754	1.10723180706386	0.7829900408043721	0.00506940177891766	-0.04402955940889787	0.3366586062532979	0.1882305711320865	0.4940808776663241	0.4115851441078264	0.9605001066433364	0.24323070918842063	0.9865642189284034	0.5073456914516843	1	5	LOC107069909	LOC127062168, LOC127062169, LOC127062170, LOC127062740, LOC127062753	TRUE	one_to_many
N13.HOG0000210	OG0000004	L1	30.30842686612452	4.560933040245757	0.15727390683391396	-1.053022181194768	0.9128714920780712	1.3742906352246729	0.02031241178877882	-0.01918620929364839	0.3281464142475642	0.19046939745833064	0.475626219668044	0.4653479954941612	0.8632136125132136	0.44353969128112103	0.9484625094112265	0.7018184662972184	2	4	LOC107068922, LOC107069975	LOC127062178, LOC127062725, LOC127062726, LOC127062739	TRUE	many_to_many
N13.HOG0000226	OG0000004	L1	68.547923794186	6.902158085163817	-0.5001823141600493	-0.44725195996087913	0.3200063658602132	0.8152256692852005	-0.268283999813634	-0.01883298905890954	0.23826412978543457	0.17041513931239846	0.12797273705037793	0.4601073643092325	0.11804350710935065	0.5832638551982345	0.3816227166047596	0.8006579707389608	1	1	LOC107073493	LOC127064088	TRUE	one_to_one
N13.HOG0000241	OG0000005	L1	444.06947225434055	65.13069879875357	-0.2240597928039586	0.1822008984113319	0.19164734097629704	0.3064165139855833	-0.1684490602682533	0.03378026520805406	0.1668102144627809	0.13339815240433237	0.1558263259773539	0.40230723161497894	0.2423530725143734	0.5520985753944458	0.5441798266342245	0.7801057878993743	1	1	LOC107072411	LOC127061365	TRUE	one_to_one
N13.HOG0000338	OG0000006	L1	1079.4589661967927	3075.2508660407884	-0.03775254771395289	0.4779822531172532	0.312846079734587	0.32092409155203966	-0.02031494321694807	0.08927617684385743	0.22951398127395467	0.1527512666927235	0.4648473651951775	0.27195116671344627	0.9039488486435656	0.13638378153051195	0.9646422399817236	0.36115541787195293	1	1	LOC107068814	LOC127062643	TRUE	one_to_one
N13.HOG0000339	OG0000006	L1	563.8518389957251	419.6909353889063	-0.8924829628924305	-0.02234123266705527	0.5872359888862009	0.26570218547546093	-0.23560648800724016	-0.00502243682616944	0.30839833027325897	0.126002583825399	0.22062454064001413	0.48451672589712313	0.1285605183466058	0.9329898548938672	0.39902952402480474	0.9769688304346646	1	1	LOC107070405	LOC127062784	TRUE	one_to_one
N13.HOG0000340	OG0000006	L1	1328.3807309674885	655.9276175734909	-0.7351435404407693	1.2881264548522844	0.5960967428896512	0.7349395222852911	-0.18852366576225885	0.0789794405293237	0.3061196266113123	0.2281988639034173	0.26861454942901564	0.3581182514527309	0.21747798090583176	0.07965399379831423	0.5166581702501521	0.2570049472498196	1	1	LOC107065849	LOC127071485	TRUE	one_to_one
N13.HOG0000341	OG0000006	L1	2222.751256563654	2547.5260760620754	-1.8042798338228572	0.6132732486731236	0.741750670014973	0.6018319169481529	-0.35151074554778217	0.04314956366494815	0.3609935919750987	0.17053149296729173	0.1490942406908784	0.40329007348376594	0.0149965920759277	0.3081978191511741	0.12182448971592748	0.5794123162486874	1	1	LOC107070407	LOC127062786	TRUE	one_to_one
N13.HOG0000342	OG0000006	L1	891.9096592806408	1923.0173277201036	-0.303354321516929	-0.3209888158785216	0.4215992737861815	0.4811333915119864	-0.12099804694703038	-0.03050664225808184	0.26745128665377604	0.15172818506096844	0.32585045606178953	0.4235425279284907	0.4718129695821325	0.5046754307553054	0.7391558966725593	0.7488435984650521	1	1	LOC107067371	LOC127064743	TRUE	one_to_one
N13.HOG0000345	OG0000006	L1	928.8637286907197	5380.977635819795	-1.0907110562084288	0.16521759147014806	0.6734159368412719	0.29037540955537344	-0.2359105244404472	0.03305974180906311	0.3215734430289516	0.13113325009590748	0.22930254509072645	0.40264388520780753	0.105303354368455	0.5693702013164532	0.3610960639907291	0.7919297764113737	6	8	LOC107064457, LOC107072968, LOC107073683, LOC107073684, LOC107073746, LOC107073798	LOC127072314, LOC127072317, LOC127072318, LOC127072411, LOC127072438, LOC127072459, LOC127072460, LOC127072461	TRUE	many_to_many
N13.HOG0000346	OG0000006	L1	2932.752465126813	1648.4541721636224	0.3874958829827569	-0.2990059838275163	0.31222204323886044	0.4944316994216292	0.21107254623498023	-0.02715657969065634	0.23282344527517992	0.15183894286224991	0.1812479234321464	0.4322313986063854	0.21457223433731137	0.5453472526100509	0.5130308481658511	0.776259299673483	1	1	LOC107068658	LOC127066212	TRUE	one_to_one
N13.HOG0000347	OG0000006	L1	1118.5357134650844	619.7285229262891	-0.2396841012885518	0.7854747985549646	0.38975521477856506	0.6484375228791263	-0.10424215408225516	0.05093821382360825	0.2578424393594388	0.18233954100814423	0.34338349022368786	0.391957686990754	0.5385807397088815	0.22576719841613105	0.782309145667476	0.4865958662154593	21	1	LOC107065778, LOC107067164, LOC107067174, LOC107071461, LOC107071486, LOC107071487, LOC107071826, LOC107071827, LOC107072461, LOC107073257, LOC107073445, LOC107073446, LOC107073550, LOC107073574, LOC107073589, LOC107073617, LOC107073669, LOC107073673, LOC107073718, LOC107073727, LOC107073763	LOC127069462	TRUE	many_to_one
N13.HOG0000348	OG0000006	L1	6044.218695338405	3852.9197369708354	-0.2302926060319582	-0.07586946143097144	0.33266190031916265	0.19132945041002475	-0.117587663053834	-0.02615878164032928	0.23854329133752583	0.1127466162217353	0.3112154600524344	0.40969345762064624	0.4887663663169085	0.6917079344632129	0.750251182662985	0.8647319830016771	1	1	LOC107070406	LOC127062785	TRUE	one_to_one
N13.HOG0000350	OG0000006	L1	50.85609175285469	270.4797440271083	0.19191191763247997	-0.4966896154792373	0.41937359085430725	0.41140065322467234	0.076810426056182	-0.06285858753839257	0.2657923802323428	0.15777734851074063	0.38675710777520605	0.34410502964762035	0.6472285991729185	0.22731138403953752	0.8461803589758322	0.4882218959964419	1	1	LOC107071346	LOC127062767	TRUE	one_to_one
N13.HOG0000352	OG0000007	L1	5310.471716060014	8473.001283767104	-0.3823092163538941	-1.1678015344233643	0.4146185834746606	0.5842990633220082	-0.1558758451133019	-0.11116439333794018	0.26666502341297604	0.24629440315635492	0.2794326462578163	0.3035274544803047	0.35648972540659757	0.04564767970357432	0.6524884341775609	0.1780249916575624	1	1	LOC107069763	LOC127070966	TRUE	one_to_one
N13.HOG0000354	OG0000007	L1	2245.7976389697847	2235.775627161947	-0.3256790069913993	0.9209789789827456	0.510130089499895	0.6293288423840809	-0.10252088481085753	0.06587515638909978	0.287261189425778	0.19595534135505588	0.361185021389162	0.3657972117832328	0.5231980760354231	0.14334963691770883	0.7726293888519664	0.37229315592386114	1	1	LOC107070619	LOC127065091	TRUE	one_to_one
N13.HOG0000355	OG0000007	L1	912.6018436380126	5234.960761481976	-0.2207513582101071	-0.1829060685226091	0.8653684826892086	0.687924308938178	-0.03119904141051775	-0.0098717635338826	0.3255017666505729	0.16049192038661655	0.462263068839033	0.477560986046099	0.7986495606530293	0.7903307852304187	0.9216680438137552	0.9149157578616516	1	1	LOC107063902	LOC127066458	TRUE	one_to_one
N13.HOG0000356	OG0000007	L1	578.7809927386709	64.91859880976791	-0.06894586134228896	1.3960879838379805	0.9239969905671668	0.8188311648393927	-0.00872183630541705	0.0709392932404464	0.3286549425459505	0.22663231755770308	0.48954795965288667	0.37443151507013744	0.9405194668195964	0.08819878677546751	0.979604604094332	0.2742911331355022	1	1	LOC107063901	LOC127066457	TRUE	one_to_one
N13.HOG0000358	OG0000007	L1	297.6257527859576	16205.27166380097	-1.3747504366485712	-0.6774572080921546	0.8896680122889619	0.47467519319518375	-0.18966745028337695	-0.07243609952486552	0.3392657242380044	0.176443463585988	0.28665602023411774	0.33564446892729016	0.12228826657424338	0.15352178563508986	0.3886441304260714	0.38823203852129184	1	4	LOC107068452	LOC127062161, LOC127062346, LOC127062347, LOC127062348	TRUE	one_to_many
N13.HOG0000359	OG0000007	L1	259.3143056401023	10449.67959142824	1.3530148847405086	-0.8589789692951834	1.0750539764098552	0.618909866127871	0.13371303447092525	-0.06189250661420548	0.343658894231121	0.18999501345751801	0.34892130153918555	0.3710486955541238	0.2081909994696338	0.16517046700030005	0.5056337753919977	0.4059095026957102	1	1	LOC107068454	LOC127062638	TRUE	one_to_one
N13.HOG0000360	OG0000007	L1	751.3438383834788	327.59483128862354	1.0951640204580122	1.6181700168572857	0.9287317394788214	0.7739329545834039	0.13905341180899666	0.1038620416909973	0.3354261837542199	0.27169712848960587	0.339669623923224	0.3361007238212548	0.23831702298934976	0.03654240467789742	0.539713919826957	0.15288008809567424	3	2	LOC107068456, LOC107068457, LOC107069860	LOC127062162, LOC127062350	TRUE	many_to_many
N13.HOG0000361	OG0000007	L1	514.0678885342156	1448.2866173893176	-1.9751254010951973	0.2561255728583327	1.2107432885779772	0.5906094272583782	-0.16037623282286168	0.01758038014410868	0.3580453087531827	0.15639671711185835	0.32520833872385513	0.45820564206667386	0.10282008776237264	0.6645330350340484	0.3563385535650327	0.8496061948220663	1	1	LOC107068453	LOC127062164	TRUE	one_to_one
N13.HOG0000373	OG0000008	L1	60.40511444007197	200.1249625655933	-0.09204135012546552	0.14527146495580584	0.33901066659068374	0.3314509588844849	-0.04602562638970131	0.02389039772049967	0.2398623452661457	0.1352675267643521	0.4241746468869325	0.43195831217899633	0.7860066037188169	0.6611764585239218	0.9149428312181406	0.8475063977610293	1	1	LOC107070682	LOC127065547	TRUE	one_to_one
N13.HOG0000374	OG0000008	L1	98.98642841631808	108.98955042660086	0.06217972921208739	-0.5430570565598181	0.39677873026501304	0.31099324743414636	0.0264431704149326	-0.11035276475377154	0.25880366905242547	0.16170889046134806	0.4595080960235687	0.23132146336253048	0.8754723441042604	0.08077584295622674	0.9536501512278602	0.25936214380962486	1	1	LOC107073985	LOC127062043	TRUE	one_to_one
N13.HOG0000375	OG0000008	L1	15.068985219194625	38.69082489531671	-0.1851335545980356	0.2023123725431412	0.38779956864460985	0.471590148576996	-0.08085466717015541	0.01956231636528705	0.2567655287533141	0.14794319886358473	0.376834277895006	0.44993976194244906	0.6330809115547965	0.6679229179036308	0.8378102055122053	0.8516767107323099	1	1	LOC107070055	LOC127066394	TRUE	one_to_one
N13.HOG0000376	OG0000008	L1	44.16905824351021	43.252298595049055	0.1309732134140322	-0.3542218923202742	0.439556334573389	0.31147076817767544	0.04956394788238712	-0.06628312005788976	0.2706099663507927	0.14125131274173003	0.42772092608588286	0.31901104894373145	0.7657284700888743	0.25543142714363615	0.9056860095905224	0.5219196988576319	1	1	LOC107073907	LOC127062048	TRUE	one_to_one
N13.HOG0000377	OG0000008	L1	27.97021105760393	120.64401208408458	-0.8616666906771104	-0.27442098837891915	0.5190365139016802	0.41412925606546	-0.2708820975905463	-0.03268255493177615	0.29853707494862525	0.14570444128467472	0.17927793922659163	0.41409669474217103	0.09688884430205567	0.5075574668308342	0.34524233305273455	0.7503922799199878	1	1	LOC107072357	LOC127069665	TRUE	one_to_one
N13.HOG0000378	OG0000008	L1	80.16020817619838	170.9044802898181	0.6740676352059453	0.25256062675729357	0.5902278232195585	0.48380927705379545	0.17498615419465302	0.02359276812840398	0.30432619213998163	0.1498902022070587	0.2825699194707844	0.44040290056547166	0.2534346808165933	0.6016527962788982	0.5554021475986898	0.8117873287810855	1	1	LOC107073800	LOC127073131	TRUE	one_to_one
N13.HOG0000379	OG0000008	L1	23.31327279266118	465.53205502373146	0.5918478813564195	-0.8128816257811483	0.4308692951521778	0.5178760757549037	0.2329316390247074	-0.07934128306605825	0.27470176416090103	0.1918138861722397	0.19673998020809097	0.3312737838209303	0.1695617030008569	0.1164977085232567	0.4585009842176729	0.32714012814395604	1	1	LOC107069043	LOC127071775	TRUE	one_to_one
N13.HOG0000380	OG0000008	L1	32.72533876981648	94.93707483881116	-0.5374343341737627	0.12276613047106127	0.40598481418732046	0.40407177393330146	-0.2260951412746967	0.01495100586638613	0.26718750235028926	0.14153700764260913	0.19738696330804328	0.45967673315728047	0.1855763192291064	0.7612630600371444	0.47870479720759423	0.9007534734895366	1	1	LOC107065572	LOC127072856	TRUE	one_to_one
N13.HOG0000382	OG0000008	L1	34.71589998364203	306.6289486913125	-0.3599427910439504	-0.30147931827112695	0.31813858684927493	0.4453789927020299	-0.19251518576200485	-0.03221244949820495	0.23472306246164215	0.14878908945636535	0.20530962429188135	0.4173169620266669	0.25788572168370477	0.49846615855667786	0.559661114461459	0.744283085389217	1	1	LOC107074532	LOC127066898	TRUE	one_to_one
N13.HOG0000384	OG0000008	L1	266.97203052496684	398.0258014368704	-0.823458406018114	-0.5027826218295327	0.5171602733388193	0.31626451785818693	-0.25957619786883684	-0.09724677740402672	0.2972098425221777	0.15569374137215397	0.1888088195916071	0.2556079440704815	0.1113242167435472	0.11189038078584816	0.3711435793798733	0.3186665909377847	1	1	LOC107074661	LOC127071988	TRUE	one_to_one
N13.HOG0000422	OG0000011	L1	9.306600507962642	108.80037427593668	-0.4311428096791779	0.3599512116280959	0.5756249021857727	0.7681543486347121	-0.1152089760080574	0.01653927954956309	0.2990572310251601	0.16689261868917782	0.35067563337181573	0.4640951301554943	0.4538574588817224	0.639361083452412	0.7268962207057288	0.8349271806048666	1	1	LOC107074541	LOC127066891	TRUE	one_to_one
N13.HOG0000428	OG0000011	L1	891.1631236426553	1609.568206472874	-0.358869049307496	-0.03758538984131979	0.16541802547920936	0.27680996402191066	-0.28919832939610723	-0.00798002640080047	0.14979590650008473	0.12761200956003144	0.02606843315328955	0.4757431806287482	0.03004720041658319	0.8919948226727175	0.18158551781674623	0.9603113938560384	1	2	LOC107064671	LOC127069411, LOC127069466	TRUE	one_to_many
N13.HOG0000433	OG0000011	L1	61.5291230786217	2.482604944572897	-1.01727491744541	0.04807952470752142	0.8500153665740585	2.2787853327791163	-0.149937278046407	3.4710642964407826e-4	0.33082117997114635	0.19362393434519584	0.3254848700305978	0.4994123772297091	0.23139528460906875	0.9831668810956508	0.532940316921047	0.9952138301168206	1	1	LOC107074673	LOC127064287	TRUE	one_to_one
N13.HOG0000435	OG0000011	L1	10178.885815255842	785.2673367199478	0.5329420278559612	1.048580040405419	1.0729190714214087	1.4555346091760204	0.05218207466027955	0.01724133312069506	0.3364326514508676	0.19077215925182583	0.4391532706357311	0.46914113956799647	0.6193854211114971	0.4712732914420259	0.8302748208904301	0.7228941935351978	1	1	LOC107074035	LOC127064686	TRUE	one_to_one
N13.HOG0000436	OG0000011	L1	23747.7946383484	2290.620705610798	0.46721164234797463	-0.19020882623287844	0.773656470478751	0.662906129669035	0.0795526277923572	-0.01087424406409023	0.3202404971781275	0.15927436108095672	0.4027389749010487	0.4749858785657175	0.545909699257795	0.7741645672267733	0.7872645343510781	0.907406935386166	2	1	LOC107069599, LOC107069602	LOC127062778	TRUE	many_to_one
N13.HOG0000437	OG0000011	L1	6141.8278635140105	3074.777318564268	-0.5062423340875681	-0.9883176938334104	0.3977703210491664	0.4683008485499522	-0.21758807494624752	-0.1337342012479624	0.2642760858906938	0.2417064707752808	0.20401367385573677	0.2552121147728691	0.20312447615171897	0.03482105279650338	0.5000893019394804	0.14813846421984322	1	1	LOC107074686	LOC127067111	TRUE	one_to_one
N13.HOG0000439	OG0000012	L1	187.30548085252656	10.521380502822542	-0.5278336770483811	-0.0330210108030068	0.4458429609145644	0.473129146306061	-0.19866057871135695	-0.00315016811828014	0.2768747326552721	0.14616723995356729	0.235845181859198	0.49186998382941394	0.23645247647751247	0.9443585730589296	0.5380046167124097	0.9814264581428824	1	1	LOC107070501	LOC127070476	TRUE	one_to_one
N13.HOG0000458	OG0000014	L1	8388.751455254487	315.9677203096621	0.12195794816273307	1.7129075546575458	0.7621704003769584	1.1894189957434735	0.02120977028926995	0.04341035394895148	0.31791304180710794	0.21160887568046124	0.4736868857766627	0.4248028390010455	0.8728700317384616	0.14983310189022855	0.9527596007751256	0.382726984858707	2	1	LOC107068938, LOC107069526	LOC127066196	TRUE	many_to_one
N13.HOG0000459	OG0000014	L1	4616.447532536734	3574.78250374752	1.6554451003625383	9.233513385306048e-4	0.4437091747646976	0.295901816198381	0.7255381811380403	1.7814296678874062e-4	0.3670699760126365	0.12997164053643645	0.00945966594513489	0.4994693949455859	1.9077895958427473e-4	0.997510232985206	0.00675950837080769	0.9999994907501798	1	1	LOC107065371	LOC127062268	TRUE	one_to_one
N13.HOG0000460	OG0000014	L1	14604.676300664782	6665.815548507592	-1.2526257823323437	-0.4088008393780983	0.45932816654148023	0.37708013499615795	-0.48154687611880415	-0.05785550018973656	0.30681986865272176	0.149550903152199	0.049413462723216	0.34988255035569227	0.00638970704913038	0.27831074571801073	0.07246249472452426	0.547709409450353	1	2	LOC107070110	LOC127066842, LOC127066843	TRUE	one_to_many
N13.HOG0000461	OG0000014	L1	13694.046580009608	30057.40732993516	-0.44165485249575326	-0.8680173758599413	0.6211212761532704	0.7879951367359674	-0.10568914549426668	-0.04097140398225633	0.3052116251390546	0.1854790620974949	0.36529574225850503	0.417074509734368	0.4770466987610119	0.2706566200267173	0.7423080772570162	0.5389129095654277	1	1	LOC107068430	LOC127065450	TRUE	one_to_one
N13.HOG0000462	OG0000014	L1	8065.872080886401	22.073793693874546	-0.6345535307523418	-0.35469686278721274	0.59845252131863	0.6238331964217448	-0.1612115695227772	-0.02257602171788276	0.3047376775276015	0.16043403911045925	0.2985806750739398	0.4477252256756318	0.2889972550658453	0.5696436119796846	0.5911134922256153	0.7919811684937383	2	1	LOC107068492, LOC107068493	LOC127065451	TRUE	many_to_one
N13.HOG0000463	OG0000014	L1	2058.570786286106	547.5268663462624	0.6198696605863855	-4.197439294928878	0.4712800535460293	78492.82354793558	0.2186148603649087	-2.776652945025201e-11	0.284197001932057	0.2018824376943333	0.21974481748457975	0.4999999999560022	0.18841265798600512	0.9999573327617054	0.48212309086654	0.9999994907501798	1	1	LOC107074230	LOC127064795	TRUE	one_to_one
N13.HOG0000465	OG0000015	L1	410.0033135847332	1820.8014959464351	-1.385136123844688	0.4700037674004455	0.5393914502537009	0.4145085292083239	-0.4311814918554755	0.05828304061525908	0.32539236319880427	0.1557786999483141	0.08127504200886893	0.3542262288071613	0.01022987106851447	0.25684404110541487	0.09642868741662768	0.523350516312285	1	1	LOC107071066	LOC127061939	TRUE	one_to_one
N13.HOG0000466	OG0000015	L1	631.331710899729	1142.5179569792756	0.2763644950483534	0.0937691326210396	0.36388867509664863	0.4456972800871268	0.1293814343649118	0.00981760325276916	0.25011516895608876	0.14449878410360092	0.30265224767963095	0.47424005179980633	0.4475682276377827	0.8333652547098463	0.7227516211793025	0.9348592952077736	1	1	LOC107071053	LOC127061697	TRUE	one_to_one
N13.HOG0000467	OG0000015	L1	633.2498435611521	3118.9990392827535	-1.1552046491595132	-0.00574760637420803	0.5679336036738856	0.3826554955999367	-0.325717299354058	-7.574153080337217e-4	0.31471130067500297	0.13891052256923633	0.14450530955235164	0.4979137241806923	0.04194667825624645	0.9880159725713324	0.218702473714445	0.9969867042311712	1	1	LOC107071080	LOC127061703	TRUE	one_to_one
N13.HOG0000468	OG0000015	L1	57.78567676796383	659.0755609777076	2.4252056806645195	1.6747359314802792	1.362104874698056	0.7831379053162646	0.16083330904732246	0.10765672452991472	0.3700355566547886	0.27903458331574665	0.32835050286411915	0.3336956480475511	0.07499681614186261	0.03247664782940554	0.3015405675745156	0.1411851773220878	1	1	LOC107071054	LOC127061701	TRUE	one_to_one
N13.HOG0000469	OG0000015	L1	3167.437775541048	4432.950085710388	-1.3084211115568567	-1.736290384763436	0.5648032121999128	0.4437938045504772	-0.376965904996921	-1.0001579519947894	0.3220181091295886	0.6074510517705617	0.11197864778994382	0.03132333539882892	0.02052572540026207	9.139063021412664e-5	0.14656152358413882	0.001540142339686	1	1	LOC107072906	LOC127061699	TRUE	one_to_one
N13.HOG0000470	OG0000015	L1	1559.6734329191104	6072.655089846656	-0.1276345477202533	-0.23257768086739192	0.3719963794679442	0.19827608572951283	-0.05819971592711323	-0.07908320965429676	0.2514363816367837	0.11937029044943707	0.4088201523738256	0.2528267429277813	0.731517993603307	0.24079614485508163	0.8893394550817337	0.5043837689237433	1	1	LOC107071050	LOC127061698	TRUE	one_to_one
N13.HOG0000471	OG0000015	L1	1567.2541224432148	4430.511352801903	-0.15857028550466715	-0.5285987331686974	0.4780753311763185	0.3212424574206738	-0.05413698814221108	-0.10106540666442192	0.2796133850034194	0.1593851969271091	0.4236867777822234	0.25043301549721064	0.740127334836858	0.0998704183990152	0.893377669407018	0.29657971564373964	1	1	LOC107071049	LOC127061694	TRUE	one_to_one
