stage	gene	log2FC_raw	log2FC_shrunk	lfcSE_raw	pvalue	padj_global	gene_type	HOG	shared_de	species	category
L1	LOC107064045	-0.5710089972178292	-0.5710089972178292	0.18340873394218024	0.001849990159368538	0.03354345634001672	PROTEIN_CODING	N13.HOG0001650	NA	Polistes dominula	DE in focal species only
L1	LOC107064057	0.9189454707206012	0.9189454707206012	0.2966850531042441	0.0019524137606567115	0.03469127824110851	PROTEIN_CODING	N13.HOG0005598	NA	Polistes dominula	DE in focal species only
L1	LOC107064077	0.5818883912203869	0.5818883912203869	0.1614200881197515	3.1238403592064506e-4	0.009898248550359506	PROTEIN_CODING	N13.HOG0007492	NA	Polistes dominula	DE in focal species only
L1	LOC107064086	0.4694292888144899	0.4694292888144899	0.15145862811351637	0.0019391986798869847	0.034576714908581385	PROTEIN_CODING	N13.HOG0007065	NA	Polistes dominula	DE in focal species only
L1	LOC107064133	1.2000601036552252	1.2000601036552252	0.3631717295176118	9.518418755055626e-4	0.021326780569492308	PROTEIN_CODING	N13.HOG0009673	NA	Polistes dominula	DE in focal species only
L1	LOC107064157	0.46951296203810955	0.46951296203810955	0.1425964912140158	9.926619631911177e-4	0.021988331995519805	PROTEIN_CODING	N13.HOG0009376	NA	Polistes dominula	DE in focal species only
L1	LOC107064189	0.9916519321322629	0.9916519321322629	0.31982589017060553	0.0019312944330484303	0.034502675286605694	PROTEIN_CODING	N13.HOG0008713	NA	Polistes dominula	DE in focal species only
L1	LOC107064198	-1.6568612058938992	-1.6568612058938992	0.5643034784818954	0.003323486225518743	0.04879303909582164	PROTEIN_CODING	N13.HOG0001528	TRUE	Polistes dominula	DE in both species
L1	LOC107064231	-4.5453893178722	-4.5453893178722	1.2625696076841515	3.1808273625003405e-4	0.010009911091083014	PROTEIN_CODING	N13.HOG0010334	TRUE	Polistes dominula	DE in both species
L1	LOC107064306	0.8649611229572051	0.8649611229572051	0.25197084215589066	5.974209186495839e-4	0.015552021191535134	PROTEIN_CODING	N13.HOG0008071	NA	Polistes dominula	DE in focal species only
L1	LOC107064318	0.3902895882873306	0.3902895882873306	0.09765480642573839	6.425210682536704e-5	0.0031948663968478655	PROTEIN_CODING	N13.HOG0006661	NA	Polistes dominula	DE in focal species only
L1	LOC107064326	1.220391909807353	1.220391909807353	0.37161283721516153	0.0010232992077708891	0.0224741317676899	PROTEIN_CODING	N13.HOG0003881	NA	Polistes dominula	DE in focal species only
L1	LOC107064332	1.0511044537194238	1.0511044537194238	0.24920989532655166	2.4675473169479564e-5	0.0015744527453020348	PROTEIN_CODING	N13.HOG0010598	TRUE	Polistes dominula	DE in both species
L1	LOC107064335	1.1127453512271197	1.1127453512271197	0.17711079253235512	3.326053000029094e-10	2.396150461276774e-7	PROTEIN_CODING	N13.HOG0006562	NA	Polistes dominula	DE in focal species only
L1	LOC107064347	-0.4953181678885553	-0.4953181678885553	0.15462617347437804	0.001358497198656442	0.027203313652216714	PROTEIN_CODING	N13.HOG0007395	NA	Polistes dominula	DE in focal species only
L1	LOC107064365	1.1518621185839613	1.1518621185839613	0.25833015747732724	8.239059633386345e-6	6.907431375454458e-4	PROTEIN_CODING	N13.HOG0001987	NA	Polistes dominula	DE in focal species only
L1	LOC107064369	0.5545317965910146	0.5545317965910146	0.18415511261613	0.0026019914587628317	0.041548706912141756	PROTEIN_CODING	N13.HOG0010026	NA	Polistes dominula	DE in focal species only
L1	LOC107064370	-1.4855949377590207	-1.4855949377590207	0.5044192453394958	0.0032278861869925904	0.04795849318976329	PROTEIN_CODING	N13.HOG0009288	NA	Polistes dominula	DE in focal species only
L1	LOC107064377	0.4331296672781338	0.4331296672781338	0.08056321328527075	7.604430887393376e-8	1.7070294205048694e-5	PROTEIN_CODING	N13.HOG0009152	NA	Polistes dominula	DE in focal species only
L1	LOC107064404	0.9780029594904304	0.9780029594904304	0.28992936912556166	7.428766689123839e-4	0.017985801836317174	PROTEIN_CODING	N13.HOG0009450	NA	Polistes dominula	DE in focal species only
L1	LOC107064411	-1.8953346359914705	-1.8953346359914705	0.6298984713380245	0.00262150021576821	0.041725400237583816	PROTEIN_CODING	N13.HOG0001299	NA	Polistes dominula	DE in focal species only
L1	LOC107064428	-1.0891968204066227	-1.0891968204066227	0.2636638023275835	3.611787304512888e-5	0.002091326114377575	ncRNA	NA	NA	Polistes dominula	Non-coding RNA
L1	LOC107064455	1.4171594729748083	1.4171594729748083	0.3236072462133057	1.1908433211960056e-5	9.101339712788201e-4	PROTEIN_CODING	N13.HOG0002143	NA	Polistes dominula	DE in focal species only
L1	LOC107064463	0.8706573482491423	0.8706573482491423	0.2865844204087249	0.002381156838762239	0.039240783738684434	PROTEIN_CODING	N13.HOG0002912	NA	Polistes dominula	DE in focal species only
L1	LOC107064472	0.46456800114809255	0.46456800114809255	0.13567272516365242	6.166547861067933e-4	0.01589906946651373	PROTEIN_CODING	N13.HOG0008963	NA	Polistes dominula	DE in focal species only
L1	LOC107064479	0.7529991528139471	0.7529991528139471	0.25140380721639644	0.002742847270260979	0.04291309229199222	PROTEIN_CODING	N13.HOG0008113	NA	Polistes dominula	DE in focal species only
L1	LOC107064488	0.4581150755087147	0.4581150755087147	0.1278954498606081	3.4103939241286713e-4	0.010475675060154484	PROTEIN_CODING	N13.HOG0010696	NA	Polistes dominula	DE in focal species only
L1	LOC107064491	1.3326733349960362	1.3326733349960362	0.31729732356275825	2.6682368732293603e-5	0.0016698311486646287	PROTEIN_CODING	N13.HOG0006087	NA	Polistes dominula	DE in focal species only
L1	LOC107064512	-1.09250135555956	-1.09250135555956	0.26882931302274204	4.8254960234273926e-5	0.0026065251231688537	PROTEIN_CODING	N13.HOG0003310	NA	Polistes dominula	DE in focal species only
L1	LOC107064514	1.0897998848981132	1.0897998848981132	0.35747403825477103	0.002299006791789353	0.03831018418292123	PROTEIN_CODING	N13.HOG0008747	NA	Polistes dominula	DE in focal species only
L1	LOC107064564	-0.74211419470102	-0.74211419470102	0.23286284452556458	0.001437988091838971	0.028338534942787562	PROTEIN_CODING	N13.HOG0008325	NA	Polistes dominula	DE in focal species only
L1	LOC107064565	0.45865084791103494	0.45865084791103494	0.13493142755262438	6.759804037879551e-4	0.016838847010416155	PROTEIN_CODING	N13.HOG0008204	NA	Polistes dominula	DE in focal species only
L1	LOC107064569	-1.1902129825422336	-1.1902129825422336	0.3780201304979561	0.0016408606549423155	0.030956505096713185	PROTEIN_CODING	N13.HOG0010603	NA	Polistes dominula	DE in focal species only
L1	LOC107064575	-1.253273131123278	-1.253273131123278	0.29220506550924	1.79463874771212e-5	0.00124644492023777	PROTEIN_CODING	N13.HOG0005187	NA	Polistes dominula	DE in focal species only
L1	LOC107064578	1.2621955559902598	1.2621955559902598	0.343972525644034	2.4305747212324978e-4	0.008265021263923195	PROTEIN_CODING	N13.HOG0002023	TRUE	Polistes dominula	DE in both species
L1	LOC107064603	0.8015422781724156	0.8015422781724156	0.2539047565768196	0.0015947679941562443	0.03038297842741214	PROTEIN_CODING	N13.HOG0009811	NA	Polistes dominula	DE in focal species only
L1	LOC107064606	1.8192017887016236	1.8192017887016236	0.5258193239806149	5.406832915742068e-4	0.014463978416568027	PROTEIN_CODING	N13.HOG0002460	TRUE	Polistes dominula	DE in both species
L1	LOC107064623	1.1280567349570805	1.1280567349570805	0.3543513881194445	0.0014553577299286531	0.02853422263147457	PROTEIN_CODING	N13.HOG0008035	NA	Polistes dominula	DE in focal species only
L1	LOC107064630	0.38348888786664875	0.38348888786664875	0.10388370793133303	2.229170001777965e-4	0.007767742217669044	PROTEIN_CODING	N13.HOG0008424	NA	Polistes dominula	DE in focal species only
L1	LOC107064643	1.0569510570669651	1.0569510570669651	0.35152033719647535	0.00264014124319015	0.041898716921897776	PROTEIN_CODING	N13.HOG0004242	NA	Polistes dominula	DE in focal species only
L1	LOC107064654	-2.0227051133940708	-2.0227051133940708	0.6004201426468353	7.549174695685269e-4	0.018157572760901144	PROTEIN_CODING	N13.HOG0000927	NA	Polistes dominula	DE in focal species only
L1	LOC107064665	-1.0836225519822884	-1.0836225519822884	0.2540838018768102	2.0006034771762765e-5	0.0013472759677384063	PROTEIN_CODING	N13.HOG0006077	NA	Polistes dominula	DE in focal species only
L1	LOC107064675	-1.2835686711476526	-1.2835686711476526	0.42838060805662376	0.002732526332847637	0.042822647759091455	PROTEIN_CODING	N13.HOG0009653	NA	Polistes dominula	DE in focal species only
L1	LOC107064678	0.5831663129556818	0.5831663129556818	0.19344497834367486	0.002572873179418279	0.04121179066367454	PROTEIN_CODING	N13.HOG0006599	NA	Polistes dominula	DE in focal species only
L1	LOC107064681	0.5610884356781903	0.5610884356781903	0.14827047366783305	1.5418995035164845e-4	0.005991501665391568	PROTEIN_CODING	N13.HOG0004522	NA	Polistes dominula	DE in focal species only
L1	LOC107064694	0.6299050662067419	0.6299050662067419	0.09979919494428806	2.7594237912775157e-10	2.0849129318584116e-7	PROTEIN_CODING	N13.HOG0008034	NA	Polistes dominula	DE in focal species only
L1	LOC107064711	0.5147395223683559	0.5147395223683559	0.14102547944934568	2.622654856246279e-4	0.00869856553927165	PROTEIN_CODING	N13.HOG0006499	NA	Polistes dominula	DE in focal species only
L1	LOC107064720	0.6437533307523081	0.6437533307523081	0.19673438128218382	0.0010671580683586223	0.023133955662430653	PROTEIN_CODING	N13.HOG0007021	NA	Polistes dominula	DE in focal species only
L1	LOC107064726	4.34724899733709	4.34724899733709	1.310133712292604	9.060867114569782e-4	0.020737904800527722	PROTEIN_CODING	N13.HOG0000985	NA	Polistes dominula	DE in focal species only
L1	LOC107064767	1.2748986471829673	1.2748986471829673	0.31364080787161075	4.8066116548849676e-5	0.002599795137424701	PROTEIN_CODING	N13.HOG0004380	NA	Polistes dominula	DE in focal species only
L1	LOC107064779	-0.5963846551220486	-0.5963846551220486	0.18792719883288275	0.0015061928045546516	0.029253191661124764	ncRNA	NA	NA	Polistes dominula	Non-coding RNA
L1	LOC107064801	0.6834366497610231	0.6834366497610231	0.2286351305722208	0.0027970690397902823	0.04343612117699785	PROTEIN_CODING	N13.HOG0011963	NA	Polistes dominula	DE in focal species only
L1	LOC107064822	1.1786106765770594	1.1786106765770594	0.39487302240559763	0.0028377864042457932	0.043855798069706256	PROTEIN_CODING	N13.HOG0004429	NA	Polistes dominula	DE in focal species only
L1	LOC107064847	-5.8583563214004215	-5.8583563214004215	1.0111762961380202	6.8891268266268666e-9	2.651072929630398e-6	PROTEIN_CODING	N13.HOG0003019	NA	Polistes dominula	DE in focal species only
L1	LOC107064853	-1.0367642134250186	-1.0367642134250186	0.30439276846641605	6.592024046764216e-4	0.016575302022781	ncRNA	NA	NA	Polistes dominula	Non-coding RNA
L1	LOC107064881	1.8621712920126086	1.8621712920126086	0.437157937438942	2.046812998849649e-5	0.0013663482792684028	PROTEIN_CODING	N13.HOG0005650	NA	Polistes dominula	DE in focal species only
L1	LOC107064884	1.4735471805014806	1.4735471805014806	0.4021486223635831	2.4812684315614195e-4	0.008400517319443678	PROTEIN_CODING	N13.HOG0004747	NA	Polistes dominula	DE in focal species only
L1	LOC107064892	1.0520929389757134	1.0520929389757134	0.2922604055361041	3.184036573640349e-4	0.010009911091083014	PROTEIN_CODING	N13.HOG0008665	NA	Polistes dominula	DE in focal species only
L1	LOC107064903	0.5585059565725241	0.5585059565725241	0.16827065013901096	9.031030926120117e-4	0.020715533212095447	PROTEIN_CODING	N13.HOG0003332	NA	Polistes dominula	DE in focal species only
L1	LOC107064968	1.2888385992117424	1.2888385992117424	0.348817004230166	2.199866224931688e-4	0.007682914984885437	PROTEIN_CODING	N13.HOG0005275	NA	Polistes dominula	DE in focal species only
L1	LOC107064981	1.250868615306882	1.250868615306882	0.37261550060198595	7.879435177443282e-4	0.018711317970627674	PROTEIN_CODING	N13.HOG0008132	NA	Polistes dominula	DE in focal species only
L1	LOC107064989	0.7917009652097902	0.7917009652097902	0.2172838818767599	2.688250955080504e-4	0.008878106405808512	PROTEIN_CODING	N13.HOG0004886	NA	Polistes dominula	DE in focal species only
L1	LOC107064998	0.7653051387709962	0.7653051387709962	0.18552663894558052	3.706674473467226e-5	0.0021303406649177685	PROTEIN_CODING	N13.HOG0008268	NA	Polistes dominula	DE in focal species only
L1	LOC107065000	-0.7083082164213722	-0.7083082164213722	0.24175328914266797	0.00339092520601173	0.04943250872086182	PROTEIN_CODING	N13.HOG0009358	NA	Polistes dominula	DE in focal species only
L1	LOC107065002	-0.7357736900216774	-0.7357736900216774	0.23875361125817807	0.0020580279591838864	0.03584683166690944	PROTEIN_CODING	N13.HOG0004239	NA	Polistes dominula	DE in focal species only
L1	LOC107065009	1.9523075753117909	1.9523075753117909	0.6004346281761145	0.0011480155432627617	0.02439178703648411	PROTEIN_CODING	N13.HOG0009219	NA	Polistes dominula	DE in focal species only
L1	LOC107065019	0.7868985886801545	0.7868985886801545	0.19919957582857675	7.805247176470414e-5	0.003663499197465159	PROTEIN_CODING	N13.HOG0008114	NA	Polistes dominula	DE in focal species only
L1	LOC107065035	0.8722255626456271	0.8722255626456271	0.2691477707746554	0.0011923911071991897	0.025042638453434917	PROTEIN_CODING	N13.HOG0009561	NA	Polistes dominula	DE in focal species only
L1	LOC107065046	1.1874098669884712	1.1874098669884712	0.4049081240643396	0.0033620001492419517	0.04917282371256713	PROTEIN_CODING	N13.HOG0006804	NA	Polistes dominula	DE in focal species only
L1	LOC107065049	0.7768621064070428	0.7768621064070428	0.20715628560213795	1.7674596284316868e-4	0.0065887321744352335	PROTEIN_CODING	N13.HOG0007126	NA	Polistes dominula	DE in focal species only
L1	LOC107065050	-1.2162028640496523	-1.2162028640496523	0.39214656286113836	0.001926087218988633	0.034419573042878494	PROTEIN_CODING	N13.HOG0001890	NA	Polistes dominula	DE in focal species only
L1	LOC107065082	0.4764200914371858	0.4764200914371858	0.12739380128184602	1.8420841006966607e-4	0.006785265311698116	PROTEIN_CODING	N13.HOG0007480	NA	Polistes dominula	DE in focal species only
L1	LOC107065109	0.8667136478775687	0.8667136478775687	0.22272630808428415	9.967393601799321e-5	0.004373573517500773	PROTEIN_CODING	N13.HOG0011351	NA	Polistes dominula	DE in focal species only
L1	LOC107065110	0.988500276480647	0.988500276480647	0.22450800221021486	1.0678271276945033e-5	8.395723035969625e-4	PROTEIN_CODING	N13.HOG0007797	NA	Polistes dominula	DE in focal species only
L1	LOC107065123	0.5892003995125018	0.5892003995125018	0.1926254840445497	0.0022223481515857364	0.037534370621105526	PROTEIN_CODING	N13.HOG0007320	NA	Polistes dominula	DE in focal species only
L1	LOC107065130	0.4837874987640433	0.4837874987640433	0.13209675621150807	2.4989034582121586e-4	0.008446375485924305	PROTEIN_CODING	N13.HOG0009160	NA	Polistes dominula	DE in focal species only
L1	LOC107065133	0.5091559241150931	0.5091559241150931	0.12950459396421274	8.439414172431202e-5	0.0038904192296662764	PROTEIN_CODING	N13.HOG0005983	NA	Polistes dominula	DE in focal species only
L1	LOC107065148	-1.5221802889261171	-1.5221802889261171	0.5033399998889682	0.0024932520476328695	0.040283775214311535	PROTEIN_CODING	N13.HOG0001448	NA	Polistes dominula	DE in focal species only
L1	LOC107065180	-1.5670622958354938	-1.5670622958354938	0.527582480968398	0.002975383343433209	0.045371117505721856	PROTEIN_CODING	N13.HOG0001445	NA	Polistes dominula	DE in focal species only
L1	LOC107065216	1.364563342835953	1.364563342835953	0.46611478408555007	0.0034167003624245985	0.04969620761177597	PROTEIN_CODING	N13.HOG0006645	NA	Polistes dominula	DE in focal species only
L1	LOC107065218	0.9692836648445269	0.9692836648445269	0.2929128623003766	9.358988152737591e-4	0.021123398157276273	PROTEIN_CODING	N13.HOG0001577	NA	Polistes dominula	DE in focal species only
L1	LOC107065242	0.5907834715622811	0.5907834715622811	0.19007421034243693	0.00188248029120183	0.03391420439712142	PROTEIN_CODING	N13.HOG0003172	NA	Polistes dominula	DE in focal species only
L1	LOC107065243	-0.7093126497326013	-0.7093126497326013	0.19746503816542224	3.280335731427704e-4	0.010236809641216751	PROTEIN_CODING	N13.HOG0001724	NA	Polistes dominula	DE in focal species only
L1	LOC107065253	0.5653771807155097	0.5653771807155097	0.19145164157501982	0.0031459290952451846	0.047158588926529285	PROTEIN_CODING	N13.HOG0009680	NA	Polistes dominula	DE in focal species only
L1	LOC107065257	-1.002843896054686	-1.002843896054686	0.25145527472352464	6.658771901533165e-5	0.0032635777444641806	PROTEIN_CODING	N13.HOG0011325	NA	Polistes dominula	DE in focal species only
L1	LOC107065264	1.9019688908997727	1.9019688908997727	0.5216927051701801	2.665977511013248e-4	0.008828076038072516	PROTEIN_CODING	N13.HOG0002611	TRUE	Polistes dominula	DE in both species
L1	LOC107065273	-0.4856288169358653	-0.4856288169358653	0.15147390004002015	0.0013458320140517603	0.027037084391242173	PROTEIN_CODING	N13.HOG0007250	NA	Polistes dominula	DE in focal species only
L1	LOC107065291	0.7497636411747576	0.7497636411747576	0.21818938527205492	5.897229984735456e-4	0.015409902190395187	PROTEIN_CODING	N13.HOG0008022	NA	Polistes dominula	DE in focal species only
L1	LOC107065308	-1.5799042528853684	-1.5799042528853684	0.4903320756444535	0.0012724993728211412	0.026036648329757803	PROTEIN_CODING	N13.HOG0006203	NA	Polistes dominula	DE in focal species only
L1	LOC107065314	-1.0425560570080636	-1.0425560570080636	0.31532905680379764	9.455436601219571e-4	0.021273955012498635	PROTEIN_CODING	N13.HOG0001983	NA	Polistes dominula	DE in focal species only
L1	LOC107065318	0.2768591656195138	0.2768591656195138	0.08926048191727422	0.0019241336431950957	0.03440450909027283	PROTEIN_CODING	N13.HOG0003280	NA	Polistes dominula	DE in focal species only
L1	LOC107065371	1.6603969648372885	1.6603969648372885	0.44177235365520306	1.7094188262324763e-4	0.006465735824057344	PROTEIN_CODING	N13.HOG0000459	NA	Polistes dominula	DE in focal species only
L1	LOC107065372	0.8286354700051557	0.8286354700051557	0.2801780512728195	0.0031011285434647826	0.046698521970134535	PROTEIN_CODING	N13.HOG0007576	NA	Polistes dominula	DE in focal species only
L1	LOC107065378	1.2851132518664707	1.2851132518664707	0.3978575820769855	0.0012375402516486994	0.025574731097780794	PROTEIN_CODING	N13.HOG0006900	NA	Polistes dominula	DE in focal species only
L1	LOC107065397	-0.7461070506528228	-0.7461070506528228	0.25187674262733717	0.0030545811469778732	0.04623738811193773	PROTEIN_CODING	N13.HOG0005276	NA	Polistes dominula	DE in focal species only
L1	LOC107065409	1.173310375967614	1.173310375967614	0.3923444216318137	0.0027851094158177084	0.043327978283058316	PROTEIN_CODING	N13.HOG0003309	NA	Polistes dominula	DE in focal species only
L1	LOC107065412	0.8986676318250838	0.8986676318250838	0.13607171012493086	3.992170551206192e-11	3.989337397911787e-8	PROTEIN_CODING	N13.HOG0003489	NA	Polistes dominula	DE in focal species only
L1	LOC107065416	1.2606274450848145	1.2606274450848145	0.4113324778634456	0.002178586854203979	0.037111065550944775	PROTEIN_CODING	N13.HOG0002656	TRUE	Polistes dominula	DE in both species
L1	LOC107065447	0.7597151102378346	0.7597151102378346	0.23968032707442954	0.0015259557293574191	0.02956288716950227	PROTEIN_CODING	N13.HOG0010884	NA	Polistes dominula	DE in focal species only
L1	LOC107065468	0.48766548130496873	0.48766548130496873	0.09901723973283029	8.433606464749355e-7	1.1309794851298939e-4	PROTEIN_CODING	N13.HOG0005208	TRUE	Polistes dominula	DE in both species
L1	LOC107065473	0.7132968386124061	0.7132968386124061	0.1896602575174921	1.692903451266818e-4	0.006422873620740169	PROTEIN_CODING	N13.HOG0003720	NA	Polistes dominula	DE in focal species only
L1	LOC107065475	0.5864274096380011	0.5864274096380011	0.12559752723878892	3.0252216185742944e-6	3.0726332885309667e-4	PROTEIN_CODING	N13.HOG0007116	NA	Polistes dominula	DE in focal species only
L1	LOC107065477	-1.981202724370452	-1.981202724370452	0.5181116369945841	1.3136169918457556e-4	0.005364960734792065	PROTEIN_CODING	N13.HOG0002326	NA	Polistes dominula	DE in focal species only
L1	LOC107065488	0.8408534679184603	0.8408534679184603	0.25581541718173656	0.0010127743331293404	0.022298310797214435	PROTEIN_CODING	N13.HOG0009423	NA	Polistes dominula	DE in focal species only
L1	LOC107065552	-0.5354982190339508	-0.5354982190339508	0.17906051572549886	0.0027843075863565963	0.043327978283058316	PROTEIN_CODING	N13.HOG0010934	NA	Polistes dominula	DE in focal species only
L1	LOC107065568	0.9438205189084468	0.9438205189084468	0.23053868538770367	4.24032874361461e-5	0.0023667910598142955	PROTEIN_CODING	N13.HOG0001442	NA	Polistes dominula	DE in focal species only
L1	LOC107065587	-0.8431359366737606	-0.8431359366737606	0.2868861054492388	0.0032935576503386214	0.04855711825719184	PROTEIN_CODING	N13.HOG0004987	NA	Polistes dominula	DE in focal species only
L1	LOC107065598	1.4383082744860196	1.4383082744860196	0.4492776588893212	0.0013677128074963516	0.027317219439472584	PROTEIN_CODING	N13.HOG0009427	NA	Polistes dominula	DE in focal species only
L1	LOC107065603	-1.627383889615099	-1.627383889615099	0.5401654730933918	0.002588915271482397	0.04139831034428384	PROTEIN_CODING	N13.HOG0011735	NA	Polistes dominula	DE in focal species only
L1	LOC107065628	0.6141354967959709	0.6141354967959709	0.20885547945089503	0.003277034647057879	0.048414954809476766	PROTEIN_CODING	N13.HOG0008890	NA	Polistes dominula	DE in focal species only
L1	LOC107065629	-0.8988128473076298	-0.8988128473076298	0.23237373655266846	1.0974863715680531e-4	0.004695847074369495	PROTEIN_CODING	N13.HOG0002975	TRUE	Polistes dominula	DE in both species
L1	LOC107065647	-3.1556681250105676	-3.1556681250105676	0.6052288136783992	1.84803083071828e-7	3.3774807713268955e-5	PROTEIN_CODING	N13.HOG0006861	NA	Polistes dominula	DE in focal species only
L1	LOC107065655	1.05637178182984	1.05637178182984	0.35451607828938386	0.0028847708488725834	0.04438263290607146	PROTEIN_CODING	N13.HOG0006839	NA	Polistes dominula	DE in focal species only
L1	LOC107065667	-0.6814873588548481	-0.6814873588548481	0.2218092552143651	0.002123430333894916	0.03654423604633151	ncRNA	NA	NA	Polistes dominula	Non-coding RNA
