gene_id	gene_name	Pd103	Pd105	Pd106	Pd11	Pd110	Pd112	Pd115	Pd119	Pd12	Pd120	Pd122	Pd123	Pd128	Pd13	Pd130	Pd134	Pd137	Pd14	Pd142	Pd143	Pd149	Pd15	Pd150	Pd152	Pd16	Pd17	Pd19	Pd2	Pd20	Pd21	Pd22	Pd23	Pd24	Pd25	Pd26	Pd27	Pd28	Pd29	Pd3	Pd30	Pd31	Pd32	Pd33	Pd34	Pd35	Pd36	Pd37	Pd38	Pd40	Pd43	Pd45	Pd46	Pd49	Pd5	Pd51	Pd52	Pd55	Pd56	Pd57	Pd58	Pd6	Pd63	Pd66	Pd69	Pd7	Pd72	Pd75	Pd77	Pd8	Pd80	Pd84	Pd86	Pd87	Pd9	Pd93	Pd95	Pd98
LOC107063624	LOC107063624	1629.814	1633.902	1632.609	1619.604	1627.853	1621.617	1623.622	1622.476	1618.774	1614.145	1606.191	1630.904	1627.702	1606.051	1634.014	1633.984	1640.25	1610.78	1630.094	1616.463	1622.36583555349	1605.67	1649.177	1645.392	1623.941	1621.055	1607.063	1639.207	1617.639	1624.262	1627.156	1627.238	1630.166	1609.845	1615.82	1631.953	1642.671	1629.301	1620.85	1633.303	1613.598	1629.076	1617.344	1610.494	1603.68	1620.113	1616.028	1606.496	1624.811	1610.336	1618.124	1612.003	1618.157	1610.98	1608.429	1614.296	1608.3	1609.387	1602.218	1613.629	1621.483	1624.601	1612.482	1613.276	1621.835	1602.46	1643.21	1644.098	1623.184	1627.379	1631.892	1640.465	1640.833	1615.217	1635.396	1625.356	1629.64
LOC107063625	LOC107063625	1806.814	1810.902	1809.609	1796.604	1804.853	1798.617	1800.622	1799.476	1795.774	1791.145	1783.191	1807.904	1804.702	1783.051	1811.014	1810.984	1817.25	1787.78	1807.094	1793.463	1809.454	1782.67	1826.177	1822.392	1800.941	1798.055	1784.063	1816.207	1794.639	1801.262	1804.156	1804.238	1807.166	1786.845	1792.82	1808.953	1819.671	1806.301	1797.85	1810.303	1790.598	1806.076	1794.344	1787.494	1780.68	1797.113	1793.028	1783.496	1801.811	1787.336	1795.124	1789.003	1795.157	1787.98	1785.429	1791.296	1785.3	1786.387	1779.218	1790.629	1798.483	1801.601	1789.482	1790.276	1798.835	1779.46	1820.21	1821.098	1800.184	1804.379	1808.892	1817.465	1817.833	1792.217	1812.396	1802.356	1806.64
LOC107063626	LOC107063626	1268.814	1272.902	1271.609	1258.604	1266.853	1260.617	1262.622	1261.476	1257.774	1253.145	1245.191	1269.904	1266.702	1245.051	1273.014	1272.984	1279.25	1249.78	1269.094	1255.463	1271.454	1244.67	1288.177	1284.392	1262.941	1260.055	1246.063	1278.207	1256.639	1263.262	1266.156	1266.238	1269.166	1248.845	1254.82	1270.953	1281.671	1268.301	1259.85	1272.303	1252.598	1268.076	1256.344	1249.494	1242.68	1259.113	1255.028	1245.496	1263.811	1249.336	1257.124	1251.003	1257.157	1249.98	1247.429	1253.296	1247.3	1248.387	1241.218	1252.629	1260.483	1263.601	1251.482	1252.276	1260.835	1241.46	1282.21	1283.098	1262.184	1266.379	1270.892	1279.465	1279.833	1254.217	1274.396	1264.356	1268.64
LOC107063627	LOC107063627	5962.814	5966.902	5965.609	5952.604	5960.853	5954.617	5956.622	5955.476	5951.774	5947.145	5939.191	5963.904	5960.702	5939.051	5967.014	5966.984	5973.25	5943.78	5963.094	5949.463	5965.454	5938.67	5982.177	5978.392	5956.941	5954.055	5940.063	5972.207	5950.639	5957.262	5960.156	5960.238	5963.166	5942.845	5948.82	5964.953	5975.671	5962.301	5953.85	5966.303	5946.598	5962.076	5950.344	5943.494	5936.68	5953.113	5949.028	5939.496	5957.811	5943.336	5951.124	5945.003	5951.157	5943.98	5941.429	5947.296	5941.3	5942.387	5935.218	5946.629	5954.483	5957.601	5945.482	5946.276	5954.835	5935.46	5976.21	5977.098	5956.184	5960.379	5964.892	5973.465	5973.833	5948.217	5968.396	5958.356	5962.64
LOC107063629	LOC107063629	2955.814	2959.902	2958.609	2945.604	2953.853	2947.617	2949.622	2948.476	2944.774	2940.145	2932.191	2956.904	2953.702	2932.051	2960.014	2959.984	2966.25	2936.78	2956.094	2942.463	2958.454	2931.67	2975.177	2971.392	2949.941	2947.055	2933.063	2965.207	2943.639	2950.262	2953.156	2953.238	2956.166	2935.845	2941.82	2957.953	2968.671	2955.301	2946.85	2959.303	2939.598	2955.076	2943.344	2936.494	2929.68	2946.113	2942.028	2932.496	2950.811	2936.336	2944.124	2938.003	2944.157	2936.98	2934.429	2940.296	2934.3	2935.387	2928.218	2939.629	2947.483	2950.601	2938.482	2939.276	2947.835	2928.46	2969.21	2970.098	2949.184	2953.379	2957.892	2966.465	2966.833	2941.217	2961.396	2951.356	2955.64
LOC107063630	LOC107063630	1028.1644483094	1039.902	1038.609	1028.1644483094	1033.853	1028.1644483094	1028.1644483094	1028.476	1024.774	1028.1644483094	1028.1644483094	1036.904	1028.1644483094	1028.1644483094	1028.1644483094	1039.984	1028.1644483094	1028.1644483094	1028.1644483094	1022.463	1028.1644483094	1011.67	1028.1644483094	1028.1644483094	1028.1644483094	1027.055	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1015.845	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1019.276	1027.835	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094	1028.1644483094
LOC107063631	LOC107063631	1845.814	1849.902	1848.609	1835.604	1843.853	1837.617	1839.622	1838.476	1834.774	1830.145	1822.191	1846.904	1843.702	1822.051	1850.014	1849.984	1856.25	1826.78	1846.094	1832.463	1848.454	1821.67	1865.177	1861.392	1839.941	1837.055	1823.063	1855.207	1833.639	1840.262	1843.156	1843.238	1846.166	1825.845	1831.82	1847.953	1858.671	1845.301	1836.85	1849.303	1829.598	1845.076	1833.344	1826.494	1819.68	1836.113	1832.028	1822.496	1840.811	1826.336	1834.124	1828.003	1834.157	1826.98	1824.429	1830.296	1824.3	1825.387	1818.218	1829.629	1837.483	1840.601	1828.482	1829.276	1837.835	1818.46	1859.21	1860.098	1839.184	1843.379	1847.892	1856.465	1856.833	1831.217	1851.396	1841.356	1845.64
LOC107063632	LOC107063632	574.893	578.981	577.668	564.687	572.963	566.769	568.863	567.586	563.838	559.254	551.367	576.185	573.112	551.161	579.457	579.053	585.592	555.893	575.193	561.538	577.559	550.805	594.274	590.495	569.067	566.157	552.221	584.283	562.749	569.363	572.258	572.33	575.299	554.955	560.946	577.023	587.778	574.375	565.957	578.435	558.809	574.236	562.488	555.618	548.866	565.256	561.113	551.575	569.926	555.446	563.24	557.203	563.244	556.113	553.628	559.418	553.52	554.821	547.475	558.902	566.657	570.36	557.698	558.38	566.946	547.653	588.276	589.135	568.268	572.433	576.98	585.538	585.932	560.278	580.517	570.467	574.744
LOC107063633	LOC107063633	2050.814	2054.902	2053.609	2040.604	2048.853	2042.617	2044.622	2043.476	2039.774	2035.145	2027.191	2051.904	2048.702	2027.051	2055.014	2054.984	2061.25	2031.78	2051.094	2037.463	2053.454	2026.67	2070.177	2066.392	2044.941	2042.055	2028.063	2060.207	2038.639	2045.262	2048.156	2048.238	2051.166	2030.845	2036.82	2052.953	2063.671	2050.301	2041.85	2054.303	2034.598	2050.076	2038.344	2031.494	2024.68	2041.113	2037.028	2027.496	2045.811	2031.336	2039.124	2033.003	2039.157	2031.98	2029.429	2035.296	2029.3	2030.387	2023.218	2034.629	2042.483	2045.601	2033.482	2034.276	2042.835	2023.46	2064.21	2065.098	2044.184	2048.379	2052.892	2061.465	2061.833	2036.217	2056.396	2046.356	2050.64
LOC107063634	LOC107063634	1326.814	1330.902	1329.609	1316.604	1324.853	1318.617	1320.622	1319.476	1315.774	1311.145	1303.191	1327.904	1324.702	1303.051	1331.014	1330.984	1337.25	1307.78	1327.094	1313.463	1329.454	1302.67	1346.177	1342.392	1320.941	1318.055	1304.063	1336.207	1314.639	1321.262	1324.156	1324.238	1327.166	1306.845	1312.82	1328.953	1339.671	1326.301	1317.85	1330.303	1310.598	1326.076	1314.344	1307.494	1300.68	1317.113	1313.028	1303.496	1321.811	1307.336	1315.124	1309.003	1315.157	1307.98	1305.429	1311.296	1305.3	1306.387	1299.218	1310.629	1318.483	1321.601	1309.482	1310.276	1318.835	1299.46	1340.21	1341.098	1320.184	1324.379	1328.892	1337.465	1337.833	1312.217	1332.396	1322.356	1326.64
LOC107063635	LOC107063635	1550.814	1554.902	1553.609	1540.604	1548.853	1542.617	1543.80590527018	1543.476	1539.774	1535.145	1527.191	1551.904	1548.702	1527.051	1543.80590527018	1554.984	1561.25	1531.78	1551.094	1537.463	1553.454	1526.67	1570.177	1543.80590527018	1544.941	1542.055	1528.063	1543.80590527018	1538.639	1545.262	1543.80590527018	1548.238	1543.80590527018	1530.845	1536.82	1552.953	1563.671	1550.301	1543.80590527018	1554.303	1534.598	1550.076	1538.344	1543.80590527018	1524.68	1543.80590527018	1537.028	1527.496	1545.811	1531.336	1539.124	1543.80590527018	1539.157	1543.80590527018	1543.80590527018	1535.296	1529.3	1530.387	1543.80590527018	1543.80590527018	1543.80590527018	1545.601	1533.482	1534.276	1543.80590527018	1523.46	1564.21	1565.098	1544.184	1548.379	1552.892	1561.465	1561.833	1536.217	1556.396	1546.356	1550.64
LOC107063636	LOC107063636	328.74	332.838	331.818	319.232	327.042	320.907	322.978	322.184	318.453	313.737	306.138	330.018	327.625	306.554	333.544	332.751	339.36	310.586	329.413	315.703	331.907	305.579	347.851	344.183	324.086	320.438	307.197	337.806	317.47	323.852	326.322	326.284	329.184	309.409	315.299	330.703	341.181	328.074	320.332	332.104	313.3	328.273	316.939	310.269	304.165	319.987	315.813	306.638	323.949	310.737	317.993	311.97	317.857	311.513	308.962	314.394	308.571	309.971	303.51	313.871	320.915	325.011	312.691	313.691	321.791	302.673	341.984	342.651	322.577	326.77	330.839	339.335	339.524	314.82	334.204	324.82	328.796
LOC107063637	LOC107063637	1237.814	1241.902	1240.609	1227.604	1235.853	1229.617	1231.622	1230.476	1226.774	1222.145	1214.191	1238.904	1235.702	1214.051	1242.014	1241.984	1248.25	1218.78	1238.094	1224.463	1240.454	1213.67	1257.177	1253.392	1231.941	1229.055	1215.063	1247.207	1225.639	1232.262	1235.156	1235.238	1238.166	1217.845	1223.82	1239.953	1250.671	1237.301	1228.85	1241.303	1221.598	1237.076	1225.344	1218.494	1211.68	1228.113	1224.028	1214.496	1232.811	1218.336	1226.124	1220.003	1226.157	1218.98	1216.429	1222.296	1216.3	1217.387	1210.218	1221.629	1229.483	1232.601	1220.482	1221.276	1229.835	1210.46	1251.21	1252.098	1231.184	1235.379	1239.892	1248.465	1248.833	1223.217	1243.396	1233.356	1237.64
LOC107063638	LOC107063638	1123.814	1127.902	1126.609	1113.604	1121.853	1115.617	1117.622	1116.476	1112.774	1108.145	1100.191	1124.904	1121.702	1100.051	1128.014	1127.984	1134.25	1104.78	1124.094	1110.463	1126.454	1099.67	1143.177	1139.392	1117.941	1115.055	1101.063	1133.207	1111.639	1118.262	1121.156	1121.238	1124.166	1103.845	1109.82	1125.953	1136.671	1123.301	1114.85	1127.303	1107.598	1123.076	1111.344	1104.494	1097.68	1114.113	1110.028	1100.496	1118.811	1104.336	1112.124	1106.003	1112.157	1104.98	1102.429	1108.296	1102.3	1103.387	1096.218	1107.629	1115.483	1118.601	1106.482	1107.276	1115.835	1096.46	1137.21	1138.098	1117.184	1121.379	1125.892	1134.465	1134.833	1109.217	1129.396	1119.356	1123.64
LOC107063639	LOC107063639	964.814	968.902	967.609	954.604	962.853	956.617	958.622	957.476	953.774	949.145	941.191	965.904	962.702	941.051	969.014	968.984	975.25	945.78	965.094	951.463	967.454	940.67	984.177	980.392	958.941	956.055	942.063	974.207	952.639	959.262	962.156	962.238	965.166	944.845	950.82	966.953	977.671	964.301	955.85	968.303	948.598	964.076	952.344	945.494	938.68	955.113	951.028	941.496	959.811	945.336	953.124	947.003	953.157	945.98	943.429	949.296	943.3	944.387	937.218	948.629	956.483	959.601	947.482	948.276	956.835	937.46	978.21	979.098	958.184	962.379	966.892	975.465	975.833	950.217	970.396	960.356	964.64
LOC107063640	LOC107063640	3283.3525315534	3253.87450279117	3215.38566536965	3326.50677114124	3308.13508033242	3218.22980334446	3298.24658308899	3213.09204494058	3275.76639338069	3199.62039600132	3101.06161684115	3046.19236762233	3032.33913007556	3335.3942972835	3412.45975591357	3310.26409119498	3419.15730795139	3301.75639894209	3296.1362261805	3154.69293609087	3439.82247055719	3217.76554065436	3376.36801521507	3211.17336027031	3271.36874872224	3401.5772989863	3308.64880301509	3379.58941661913	3364.82355503059	3238.53914119423	3409.37604741475	3352.86307337101	3301.13668493351	3200.63297731492	3318.30912366316	3300.33734064228	3226.781219901	3258.38826168906	3345.4362797105	3218.47017457668	3433.57530249765	3440.41536599863	3323.19862092521	3328.17054952795	3061.80364779149	3232.26614841819	3394.38800195886	3248.83986607395	3282.25061429905	3269.40460657961	3314.22751787678	3288.33389328685	3375.69777614743	3233.32968800852	3082.93969365024	3247.8224147167	3304.64030337979	2789.18641127471	2997.89671885691	3319.76459028208	3344.68166421596	2578.76779738506	3066.72770677463	3269.29041632638	3236.45186229077	3255.69368730292	3386.70504305217	3346.85647419596	3255.05919731873	3253.50383445007	3224.26885067306	3503.27568326858	3217.82299259573	3378.15594889449	3088.58524981444	2888.1779274239	3287.70553039059
LOC107063641	LOC107063641	6202.05879432372	6150.56677624309	6170.48756793567	6147.79870149292	6264.81342645249	6211.54355292478	6229.83749225047	6222.02014231337	6154.34629357013	6180.42968339175	6176.01020898274	6235.42196239155	6220.07151025864	6117.22154428931	6212.95967981074	6193.92197452363	6229.56354368056	6145.50644801077	6175.76657010041	6205.34467170335	6223.92383650259	6150.25636198658	6219.66489750691	6186.52015878137	6183.13039451471	6165.53449991753	6161.96920631073	6188.8587869538	6210.14140773053	6253.4353069209	6208.55218946887	6202.11434871369	6189.41622669618	6175.11564717719	6182.65639890886	6185.32547283057	6070.671	6216.00142361536	6211.22159560693	6229.56839935302	6213.56938279753	6169.66329118929	6133.36093163474	6141.13496971782	6192.63693982701	6224.96973325902	6126.75329192125	6152.22591072485	6185.13062180614	6196.25703431349	6197.6120157676	6161.65463286359	6169.04850582236	6134.39055052605	6233.59281694672	6145.61399064469	6225.12395976346	6163.04061293387	6158.35642872614	6223.10165126553	6206.71581494914	6237.84501374999	6174.18281399674	6189.047970058	6133.27213811521	6155.70270802066	6176.13318598023	6072.098	6155.32006157797	6169.18598782024	6081.08928627199	6193.04128508926	6219.90395966998	6126.00126718482	6229.95820101883	6212.98349519464	6197.00620340392
LOC107063642	LOC107063642	2602.814	2606.902	2605.609	2592.604	2600.853	2594.617	2596.622	2595.476	2591.774	2587.145	2579.191	2603.904	2600.702	2579.051	2607.014	2606.984	2613.25	2583.78	2603.094	2589.463	2605.454	2578.67	2622.177	2618.392	2596.941	2594.055	2580.063	2612.207	2590.639	2597.262	2600.156	2600.238	2603.166	2582.845	2588.82	2604.953	2615.671	2602.301	2593.85	2606.303	2586.598	2602.076	2590.344	2583.494	2576.68	2593.113	2589.028	2579.496	2597.811	2583.336	2591.124	2585.003	2591.157	2583.98	2581.429	2587.296	2581.3	2582.387	2575.218	2586.629	2594.483	2597.601	2585.482	2586.276	2594.835	2575.46	2616.21	2617.098	2596.184	2600.379	2604.892	2613.465	2613.833	2588.217	2608.396	2598.356	2602.64
LOC107063643	LOC107063643	2280.27724036738	2267.30377349532	2279.521271147	2281.26322632234	2293.04696907979	2284.40215737484	2239.91263826103	2240.14719297733	2266.26986250562	2241.72100416562	2252.64731087727	2237.73713732876	2262.07624313065	2283.43781957592	2304.71454304178	2265.43502792893	2254.60190712907	2251.56436423117	2285.70149334136	2287.44666134668	2275.66664964709	2240.70530393195	2300.12889822114	2270.83072327265	2248.23473802117	2281.91807200682	2206.29910531277	2193.65383991822	2235.80394162717	2222.98798377791	2291.64163789501	2264.3462005786	2289.30992658071	2290.0454548125	2272.61096794522	2215.22447613735	2130.74712418353	2245.3086566513	2235.04445983198	2239.52915609909	2293.40170169565	2287.38385616724	2277.01175981647	2264.92673018198	2281.25852695752	2254.65494346863	2252.14542750499	2261.40062343485	2224.64885605195	2243.2083886766	2225.97294374346	2235.35517499435	2231.94860679688	2219.32577982025	2256.053571655	2296.72139754937	2225.79349479451	2230.20106112796	2190.80665925989	2275.81468036669	2282.38026591926	2297.84330812612	2251.72005448573	2255.82477864273	2235.17923782096	2249.69180670184	2225.97298798599	2137.2391163311	2272.22659124309	2253.86519944499	2184.84094446168	2283.16846116225	2303.28218422596	2233.63855758887	2269.45184053687	2272.51544368327	2280.80383938187
LOC107063644	LOC107063644	1199.814	1201.73482389023	1202.609	1176.93077215673	1197.853	1174.90101002129	1193.622	1188.9428256328	1187.35296338013	1184.145	1172.14675985505	1200.904	1197.702	1159.46292967277	1190.11143712195	1203.984	1210.25	1180.05377128603	1192.43776776158	1179.01150768229	1201.13702859776	1174.41683213787	1218.34934961135	1215.392	1189.85865512464	1191.055	1175.13471597481	1206.82693485558	1187.639	1185.4927962024	1197.156	1189.2747711369	1200.166	1168.72102314349	1173.94520639956	1199.16144866463	1211.93395211353	1197.04422582874	1188.73349902965	1200.66534649811	1177.43567986621	1199.076	1187.344	1174.4190804053	1170.21923328469	1190.113	1178.42905126788	1162.45561386954	1190.4991264947	1178.80176812089	1185.39157659033	1179.486164452	1186.52927553006	1169.78211553299	1178.429	1181.22845955817	1178.3	1179.387	1160.21752033001	1158.29083270311	1191.483	1179.34472350093	1182.482	1181.10865835648	1191.835	1172.46	1210.95988222549	1213.20368317037	1193.184	1192.68518653334	1201.892	1210.465	1206.56670203577	1182.20725227878	1201.7836527094	1195.356	1199.64
