gene_id	gene_name	Vv154	Vv155	Vv156	Vv158	Vv160	Vv161	Vv165	Vv166	Vv168	Vv169	Vv171	Vv172	Vv175	Vv176	Vv181	Vv183	Vv184	Vv187	Vv188	Vv190	Vv191	Vv193	Vv194	Vv195	Vv197	Vv199	Vv200	Vv201	Vv202	Vv204	Vv205	Vv207	Vv208	Vv210	Vv211	Vv214	Vv215	Vv217	Vv218	Vv219	Vv220	Vv223	Vv224	Vv226	Vv227	Vv228	Vv230	Vv231	Vv232	Vv235	Vv236	Vv239	Vv241	Vv242	Vv243	Vv245	Vv246	Vv248	Vv250	Vv251	Vv252	Vv254	Vv255	Vv257	Vv258	Vv259
LOC127061361	LOC127061361	0.307877	0.526433	0.213815	0.301731	0.348642	0.491377	2.396056	2.800082	18.766039	22.260972	0.161037	0.139005	0.127207	0.132831	0.218138	2.52795	1.099747	9.484937	9.536991	0.17688	0.24338	0.255959	0.084786	0.114783	0.196054	0.227121	1.30016	1.460229	3.109553	25.107099	10.579881	0.220797	0.281265	0.258089	0.098672	0.342101	0.668432	0.188073	0.171054	0.732654	0.674397	5.485567	6.651706	0.414058	0.312181	0.427319	0.296047	0.191918	0.248918	0.287335	1.436714	0.491285	10.874667	11.189379	0.285796	0.1011	0.200669	0.389971	0.182443	0.284796	0.147072	0.214516	0.194411	0.545951	7.323873	8.1891
LOC127061362	LOC127061362	2.172418	1.672536	2.281527	2.44347	3.565309	4.791089	6.752514	6.692291	8.039535	9.42133	1.47934	2.23876	1.048689	1.239691	3.328577	4.785431	4.083844	9.529316	5.66723	3.063894	2.841542	2.95027	3.197689	1.783333	2.329427	3.323312	4.214585	5.113029	6.817283	7.90897	6.533123	3.378729	2.011737	1.66195	2.459779	1.389651	2.730872	3.66987	3.844209	5.04885	5.339326	7.795964	6.6969	2.393022	1.182596	2.398719	1.43766	2.763797	3.135896	3.600402	4.019938	4.84962	9.084656	8.41425	2.576535	2.899108	2.498386	3.675039	4.136452	3.191245	2.921836	3.124086	5.668144	5.581821	9.31091	10.035854
LOC127061363	LOC127061363	18.413253	15.204653	14.83895	12.225014	8.486488	9.643238	9.940919	9.895155	19.541682	20.40334	12.894024	21.965904	9.022658	8.344063	14.12348	14.340153	11.661475	14.977641	19.030449	15.13742	18.858973	11.673398	15.543298	6.035479	8.723776	11.532422	12.906169	11.197864	20.765758	27.027175	13.780499	14.753612	13.441089	12.919438	15.550253	10.468706	14.241275	12.261707	10.840692	7.760962	9.452332	21.846469	24.54257	12.239766	13.64613	9.479119	11.702437	7.278855	8.511284	11.843527	12.452229	10.194106	22.191458	24.371539	16.388824	16.108786	15.532686	9.483052	14.158484	14.736152	10.544349	13.539948	9.586893	8.026707	26.417586	28.923846
LOC127061364	LOC127061364	5.586563	4.799113	3.085546	6.965887	4.882823	4.750251	9.994875	12.032857	53.264639	52.248332	3.486403	5.108436	2.256343	2.89374	2.447545	16.544864	9.621509	26.10264	45.029314	3.270965	2.96299	4.518018	2.291316	2.457492	3.557898	3.528181	6.233554	6.063857	8.625536	77.77019	26.949158	3.128993	4.123528	1.814729	4.1054	1.84278	7.317534	3.703743	2.174629	3.774746	2.797256	41.343895	31.359571	4.77151	3.661234	12.140913	3.836919	3.364752	4.760813	4.940319	8.583604	2.373957	48.242746	48.047063	3.911996	4.281901	3.051402	18.884368	4.803479	6.84431	3.385744	3.885424	3.152368	2.893953	60.588014	70.053909
LOC127061365	LOC127061365	1.777616	2.149007	0.751108	0.889007	0.584425	0.342627	0.933192	0.846161	4.79334	5.393537	0.727342	1.479793	0.249225	0.293445	0.460758	1.36526	1.286998	2.191812	2.343845	1.314697	0.665611	0.70548	1.131415	0.503452	0.674773	0.780482	1.984151	0.760172	3.032733	6.772208	3.288292	1.30909	1.231417	0.413386	0.492176	0.300495	0.423552	0.414677	0.512788	1.478061	1.64941	5.628925	5.795636	2.17885	0.890359	0.321512	0.721121	0.279657	0.366344	0.737607	1.426174	1.018562	7.949727	7.306486	1.175691	1.943019	0.693048	0.851759	0.757432	0.627357	0.882907	1.044286	1.408209	2.206177	5.766879	6.784684
LOC127061366	LOC127061366	9.213205	7.111578	10.484967	8.857996	7.248039	5.6155	15.807419	18.186036	13.678037	15.123208	11.968028	9.164331	6.948075	7.146655	11.446139	27.678642	21.676668	8.301936	9.683479	13.165983	10.370151	11.224631	13.71065	7.441947	9.65926	10.53437	16.301816	18.312361	28.303303	19.487284	10.654546	8.150409	6.011365	6.516861	8.68434	4.649527	6.744399	9.662137	13.648058	16.432998	14.823203	14.715358	16.646871	7.672721	7.041712	7.900069	7.815869	4.568628	5.6187	11.130477	11.148947	19.559379	19.997113	17.379326	8.836386	10.783665	6.987535	7.205455	7.904989	6.406243	12.326068	11.971757	23.599203	20.986294	20.553296	21.620268
LOC127061367	LOC127061367	1.930402	2.620306	1.650448	1.560977	63.86713	68.025772	881.725087	893.814721	194.511457	258.3785	4.384064	4.022945	6.496486	6.416862	469.831486	1001.956577	782.360311	132.295077	256.009648	2.467162	3.87727	11.010521	4.339992	32.565658	10.682306	349.978488	360.241878	591.805933	673.771618	592.303161	137.130748	0.145698	1.056824	1.262707	1.413335	4.262662	6.552196	211.827205	459.081294	931.434488	565.94093	276.702831	420.662543	0.418969	0.999619	37.383864	4.85409	66.113661	68.6745	497.359769	458.143643	766.059788	701.796849	780.637573	3.76928	3.066721	28.373731	46.109994	80.546031	78.851658	613.860165	425.64288	835.928473	689.453157	831.698294	604.238319
LOC127061368	LOC127061368	10.216083	8.213375	5.85991	6.92934	10.039589	12.928634	18.621878	18.29875	33.296591	33.363381	4.247649	5.818331	3.391254	4.881574	5.82308	20.839125	16.498945	25.923939	37.132893	5.934255	8.338792	6.874234	6.422414	4.086834	7.671329	6.458072	10.649062	12.476831	15.055339	41.705294	24.422015	4.752741	5.775385	2.90524	3.409005	4.032732	10.223986	6.833323	5.440138	8.112469	6.059518	35.420287	43.812715	4.074076	4.325536	6.544021	4.194483	7.905781	9.963525	7.728796	10.177012	4.241183	38.023552	45.608657	4.355134	4.296106	6.666518	10.671743	9.335876	10.290904	4.495995	6.882415	6.991466	7.300827	34.914668	49.944061
LOC127061369	LOC127061369	10.666869	8.533592	6.679559	14.102066	5.708114	6.114016	20.286022	24.441337	46.795911	47.965931	3.233474	8.158553	3.232687	2.887924	7.311249	17.613029	13.913236	45.842993	34.515331	9.109887	12.817967	9.267556	6.597214	4.513586	9.857447	9.180121	9.283364	10.858186	24.594654	50.260011	65.260888	4.121059	7.254591	3.021406	5.876079	4.078858	7.59666	8.196763	6.546667	8.25287	5.711949	50.245204	46.220504	5.715456	5.705525	15.632431	5.782944	3.563182	4.605726	7.127142	7.997611	8.036885	34.549747	37.090435	6.49685	9.382992	7.991145	9.078303	7.10057	8.943529	8.296302	8.629751	11.430653	10.600602	40.408981	51.97608
LOC127061370	LOC127061370	32.216913	25.45313	31.123226	34.853112	26.531938	28.988725	31.902892	32.348125	37.374828	40.145415	34.070253	44.925667	29.712496	22.950036	32.172987	40.771293	36.286596	46.563716	40.695015	35.980681	29.022511	34.380232	33.221398	20.522796	22.509705	27.087206	30.16495	31.135296	47.41434	52.423934	35.130456	28.22873	28.153143	32.973669	32.977565	24.080529	32.32311	25.468107	24.833229	31.443796	28.251658	43.924469	48.188642	26.162005	27.912579	28.694486	27.027338	20.267295	22.536095	31.053562	32.33574	37.813561	54.373777	47.920891	43.827229	37.739941	29.806479	26.372094	31.448508	32.340758	28.700476	35.509854	37.582936	44.509737	76.038234	82.579419
LOC127061371	LOC127061371	1.989164	2.544666	5.045257	5.235554	2.358481	3.571269	2.454619	1.947636	6.953304	8.376514	7.91619	6.895148	4.713949	8.044412	0.79376	1.78268	1.638864	7.303148	8.396191	0.859128	0.979324	6.825644	3.889769	8.162471	2.3218	2.475659	2.903392	2.904249	1.541832	14.549388	11.946823	2.258234	5.566209	2.144678	2.217135	4.650505	2.769984	3.367039	2.851273	2.654125	1.9158	16.255945	16.73864	5.371593	1.523162	4.885357	2.589158	2.23986	2.398871	2.229549	1.5026	1.985299	8.185736	10.986003	1.077331	2.093009	1.585595	3.748793	1.864525	2.06762	1.693944	1.652919	1.328247	2.782317	8.790918	8.283168
LOC127061372	LOC127061372	183.540538	273.656978	134.11129	169.241789	191.251014	180.680397	560.354973	715.42043	440.897913	432.376705	110.308334	137.29897	121.999414	123.224474	307.500656	524.334368	375.456216	229.512987	258.694699	198.278529	441.816887	229.049313	225.653159	104.430348	246.013338	308.589916	871.790867	603.858972	889.672493	655.243021	346.509291	138.975974	141.485463	213.668605	222.900334	159.931061	368.337578	333.331285	379.962795	477.107013	325.000119	637.284003	610.136151	180.504287	155.655485	196.408612	169.473995	130.108569	237.095026	216.661464	281.665005	322.818975	657.218805	637.84356	615.406318	409.048172	365.198831	415.009101	715.591257	699.314134	944.856969	991.182466	937.161162	798.399841	484.291985	603.448309
LOC127061373	LOC127061373	17.668765	31.555407	17.404993	31.740824	37.869463	31.299424	16.644212	17.607872	66.955615	58.558161	13.587049	10.609314	14.420299	27.888677	10.003991	14.756823	8.959988	42.64441	36.373208	5.58776	15.754853	12.004808	27.603071	18.95985	6.853719	12.782043	14.512288	18.164846	18.748229	36.377985	51.770824	8.862983	21.78113	5.241131	6.428271	6.153797	10.201173	16.134999	8.919256	9.916838	7.052534	45.243237	22.71929	16.623075	9.261149	19.139958	6.398641	23.142512	38.560252	21.813186	23.745479	8.64168	57.498388	41.263275	23.685087	26.629524	11.245524	40.294697	35.795933	23.680936	11.276539	16.988668	11.059489	10.364707	31.952802	39.438712
LOC127061374	LOC127061374	0.992833	0.672594	0.356219	0.332422	0.02822	0.085449	0.138941	0	0.335094	0.411666	0.072131	0.400953	0.11665	0.046241	0.068925	0.492625	0.312162	0.586614	0.20298	0.76697	0.363551	0.119668	0.269545	0.070782	0.046909	0.094609	0.07312	0.12589	0.231925	0.398219	0.367514	0.869452	0.346418	0.442422	0.393298	0.263411	0.264007	0.117557	0.034777	0.27488	0.337932	0.299596	0.307893	0.498416	0.508481	0.076085	0.253297	0.122421	0.415867	0.06713	0.126055	0.410252	0.211168	0.281235	0.519888	0.475375	0.169137	0.255435	0.110769	0.200034	0.147364	0.068041	0.168174	0.113787	0.205884	0.172517
LOC127061375	LOC127061375	88.858315	70.066418	79.743327	73.371717	44.288206	39.762965	54.113342	56.051277	71.683033	85.582667	77.054553	121.046413	48.679696	46.805288	59.876864	81.057	63.466025	78.540886	78.341018	118.347995	119.768049	78.696295	87.801881	36.197374	63.939919	52.891357	62.458838	54.405177	117.831541	113.986633	81.560443	66.506744	75.40074	100.353739	104.396231	76.806523	99.166211	73.535246	77.171997	65.367025	302.562218	124.08719	134.263282	80.456708	85.798057	71.919985	98.786947	45.405807	51.271917	76.619697	78.103617	78.191678	130.61654	122.821237	104.408076	108.071448	105.976686	70.455244	72.253739	80.303905	72.710955	85.090877	77.13973	88.697096	119.051651	135.886048
LOC127061376	LOC127061376	5.061578	3.981349	3.36727	3.117087	3.30103	3.736986	6.432632	7.850239	26.288985	22.60723	3.02973	5.421509	1.797058	2.174811	1.405635	7.621426	5.929078	19.61459	25.15171	2.796257	2.962054	2.738049	2.756448	1.680851	2.420901	2.237034	2.332494	5.234789	6.433785	25.515527	24.787729	2.515543	5.406452	2.971792	2.67483	2.655537	4.064746	1.811938	1.199341	2.260111	1.323145	15.157109	12.818065	3.950557	3.066842	2.263666	1.941239	1.836942	2.378197	1.982343	2.561433	1.725406	15.217957	15.553917	2.84826	2.468499	1.857654	3.785963	1.942971	2.994558	0.947432	1.386714	1.388559	1.199064	25.490351	29.095018
LOC127061377	LOC127061377	20.289016	17.507679	17.21002	21.28441	27.380317	30.562755	49.16782	43.030317	46.839134	50.128128	21.295895	23.575189	12.262521	14.443547	24.246058	45.346024	38.227669	44.799248	42.46534	17.979644	15.911887	17.543131	17.600314	11.594058	14.024011	20.252627	26.215334	33.767217	47.529049	49.082279	36.188427	20.587107	19.556319	15.032654	18.487659	14.060621	22.46881	25.113237	27.478015	46.858614	48.435574	53.872529	46.902338	15.761615	16.882569	23.067321	15.778412	15.966515	23.244901	25.592846	27.977782	35.953556	49.236246	47.904085	19.262388	19.957655	15.407496	24.15973	20.730016	18.615699	19.270441	19.570016	29.062093	28.437802	62.984336	61.48939
LOC127061378	LOC127061378	7.845444	8.391404	14.792886	17.335211	19.597578	16.209679	138.526884	153.348219	162.982578	208.916357	37.047999	8.877233	6.260944	8.420133	88.740734	229.104516	184.910381	59.871306	119.04331	8.890159	16.539025	20.735403	19.150167	22.300952	24.635623	40.412869	69.207847	163.947023	228.676621	265.283149	75.899781	15.321532	54.892946	13.790914	16.466044	16.559037	19.978069	25.568899	35.646743	220.18811	98.988827	283.467881	320.322782	23.038462	10.714381	34.482399	26.516436	33.719259	39.867227	37.169148	21.243312	94.997544	246.530905	289.000692	39.540412	22.875022	45.796291	62.606323	37.494886	49.533047	41.308938	39.367873	207.100066	260.824096	378.364738	292.234212
LOC127061379	LOC127061379	76.371082	75.095408	123.675191	172.592565	215.713583	152.342053	273.091434	323.428021	131.000745	133.89924	227.15028	135.096475	255.751926	187.129953	520.473904	397.943777	407.67344	169.283008	180.788479	104.527788	192.193923	139.398692	128.918573	158.95195	131.810798	550.331717	594.569311	501.18703	285.818675	175.417223	138.894081	179.852438	215.004092	117.809534	158.449565	146.196504	146.389051	366.272713	464.517781	597.103682	514.362767	101.216076	128.46209	187.273492	200.117362	472.274524	303.954664	424.444339	324.339585	482.030347	347.769161	767.506147	219.212705	218.019181	292.927121	228.530539	513.94407	503.197509	231.206129	294.728911	328.219362	341.051032	718.448139	654.56412	155.835132	173.506411
LOC127061380	LOC127061380	1165.426739	922.159498	1296.95494	1234.506759	785.690975	768.590798	1553.296828	1562.200387	1219.379705	1334.126188	1207.280958	1396.31995	820.636708	633.220461	845.457119	1904.960983	1815.932174	912.203037	907.891315	1659.803306	1539.737117	1300.789533	1428.779436	738.507853	1259.751025	721.788104	1029.648575	1400.563268	2032.501006	2570.368414	1114.976401	926.608803	1072.302959	1356.997705	1422.06897	1137.523613	1098.997714	1046.728987	1183.362115	1800.535875	1414.306034	1496.436511	2069.995134	884.614544	1232.050793	1009.382618	1074.702677	773.4353	775.668892	1068.256229	1134.496077	2005.161483	2126.125043	2019.591261	1213.653411	1391.566772	1082.486356	1010.358014	757.621394	798.568936	1119.483602	984.314343	1898.983987	2270.841954	1664.577923	2162.10106
LOC127061381	LOC127061381	0.903858	0.539911	0.623079	0.449827	0.745269	1.390305	6.208383	4.898797	3.547819	4.602957	0.53404	0.485182	0.279119	0.413946	1.045818	6.132113	3.927385	2.877242	2.84601	0.478709	0.526021	0.29406	0.654975	0.384649	0.519455	0.914694	1.86849	2.228196	4.059988	4.269854	2.019181	0.638465	0.56015	0.453694	0.406885	0.278361	1.025139	1.27286	1.06072	2.293198	3.250988	3.52127	3.725902	0.56943	0.526516	0.858408	0.46796	0.503225	1.096855	0.993015	1.268469	1.270815	4.616567	4.756864	0.688267	0.248507	0.33456	1.451889	1.112848	1.282219	1.32178	1.036638	1.407055	1.449802	4.333921	6.631582
LOC127061382	LOC127061382	46.930401	40.476917	53.487535	58.886186	59.47181	71.069627	161.928881	167.891877	59.903837	67.226658	77.879222	57.729391	55.847806	62.307615	86.743587	93.366242	133.449357	52.942276	47.18512	58.571283	65.561202	54.111307	51.74086	40.168327	46.739625	53.930662	81.981281	147.036479	131.168814	98.82313	53.163144	75.179807	53.62438	43.654763	53.145132	43.130714	50.121721	57.188735	65.690975	169.671539	139.277767	122.30379	131.371775	46.485879	57.875595	54.519328	46.740402	44.388745	49.87642	66.893634	58.917639	152.428367	114.396695	110.369098	65.470957	72.627393	49.904983	54.768739	44.769143	45.488017	58.16046	51.502199	187.790858	208.9808	126.133949	140.274518
LOC127061383	LOC127061383	90.367016	84.434391	57.063713	56.078144	34.889347	33.916504	23.872641	26.938785	62.879807	81.664761	50.788416	86.095652	31.699085	28.699283	15.46682	30.414576	31.614136	51.50578	48.632267	72.089334	82.187014	49.917453	81.756742	20.65152	35.246825	15.932112	23.820636	21.835161	43.834267	84.09406	48.466722	73.165698	83.873689	66.549465	66.979674	41.059914	53.505721	23.413521	17.367791	29.005783	21.442075	70.796381	83.476905	77.979172	84.671723	38.678679	58.058735	23.384524	31.728143	20.983194	25.826236	24.563022	90.074916	95.818064	78.708566	82.301238	47.28404	41.300494	30.382728	30.16134	16.126263	17.804618	24.240238	28.773579	91.485216	94.308317
LOC127061384	LOC127061384	28.502114	162.061825	58.87555	2.773561	108.243265	75.924567	1.378414	59.265066	1158.73747	686.512977	7.42135	6.30515	68.772113	57.317496	14.380909	0.863474	1.256059	795.840826	944.846454	5.113313	21.246219	1.551314	97.758992	155.399166	3.751909	17.298007	20.593039	2.850841	6.529911	29.088183	1200.064214	10.940205	7.876187	15.920109	6.701413	68.694488	18.814483	57.299418	16.341778	5.266241	3.684613	34.245163	19.140853	12.205713	32.769975	8.754252	12.304064	193.099632	290.198077	40.089452	30.445347	4.233618	10.109385	15.105572	4.416421	2.04027	13.246263	37.081626	207.853014	194.462294	8.372461	19.206311	2.725498	2.592925	34.062375	29.865431
LOC127061385	LOC127061385	0.060694	0	0.05591	0	0	0	0.202284	0	0.668904	0.247915	0.052331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC127061386	LOC127061386	0.451323	4.777335	1.92534	0.025473	3.806198	1.573647	0.62876	14.811617	298.659218	99.712609	0.095811	0.132116	2.125314	2.557321	0.43426	0.415649	0.60549	240.038578	407.100889	0.076934	0.233152	0.023842	1.829063	3.292458	0.163551	0.76425	0.567124	0.334429	0.404575	3.598934	389.156558	0.548588	0.295808	0.367294	0	1.781499	0.486186	1.938031	0.505759	0.274091	0.294577	3.885439	5.159033	0.29792	0.557226	0.252635	0.09175	4.083927	8.165814	1.141777	1.343659	0.178152	7.738594	8.933918	0.073984	0.024924	0.140496	0.935149	4.642826	5.177403	0.356963	0.263767	0.326086	0.441073	2.714672	6.235372
LOC127061387	LOC127061387	0.564327	0.437986	0.234176	0.162419	0.139314	0.26122	0.393822	0.206033	0.743513	0.408523	0.017051	0.094042	0.032889	0.032609	0.024319	0.147744	0.189485	0.10393	0.230043	0.131204	0.240163	0.135368	0.224991	0.116286	0.082816	0.089062	0.129255	0.178246	0.228719	0.337676	0.20864	0.206053	0.210649	0.017442	0.055863	0.100119	0.22355	0.187492	0.196778	0.61264	0.449931	0.31818	0.310532	0.247523	0.180592	0.071465	0.097212	0.156197	0.147253	0.519301	0.088602	0.094845	0.179141	0.170687	0.104871	0.070714	0.119123	0.159885	0.136539	0.100393	0.284909	0.359533	0.297231	0.294437	0.582379	0.335186
